,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
189,0.95,3.727692,3.208339,0.441181193,0.130222407
190,0.955,3.528715,3.132059,0.448971396,0.756359946
191,0.96,3.354407,3.052209,0.453840272,1.130615
192,0.965,3.210287,2.993457,0.457410782,1.110815
193,0.97,3.217752,2.9795,0.457735374,0.703126851
194,0.975,3.355705,3.018127,0.451243538,0.063031972
195,0.98,3.590388,3.095705,0.44605007,-0.562455277
196,0.985,3.814359,3.180099,0.439233642,-0.934760987
197,0.99,3.946794,3.241448,0.435987725,-0.913662589
198,0.995,3.902649,3.250861,0.437935275,-0.506950217
199,1.0,3.730289,3.207041,0.44053201,0.129248633
