,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
94,0.475,4.647924,3.407316,0.383403862,-3.116981
95,0.48,4.605726,3.555332,0.37723662,-2.347054
96,0.485,4.47394,3.501124,0.387948146,-0.646524332
97,0.49,3.786444,3.278127,0.406449875,1.338029
98,0.495,3.168414,2.996054,0.428846706,2.856478
99,0.5,2.633482,2.739949,0.450269763,3.32357
100,0.505,2.238776,2.583819,0.45708619,2.556878
101,0.51,2.126142,2.593232,0.449620579,0.848544106
102,0.515,3.058052,2.796104,0.42592538,-1.145745
103,0.52,4.025022,3.11161,0.400282632,-2.658336
104,0.525,4.648248,3.407965,0.383403862,-3.116981
105,0.53,4.650196,3.555656,0.377561211,-2.347378
106,0.535,4.226272,3.494632,0.388272738,-0.646848923
107,0.54,3.780277,3.277803,0.406449875,1.338354
108,0.545,3.174257,2.996054,0.428846706,2.856154
109,0.55,2.626665,2.738651,0.449945171,3.322921
110,0.555,2.292009,2.584793,0.45708619,2.557851
111,0.56,2.453332,2.601347,0.449945171,0.849517882
112,0.565,2.964244,2.794805,0.42592538,-1.145745
113,0.57,3.963349,3.108688,0.400931816,-2.658336
114,0.575,4.60248,3.407641,0.383403862,-3.116981
115,0.58,4.65117,3.555656,0.37723662,-2.346729
116,0.585,4.502504,3.502747,0.388272738,-0.647498105
117,0.59,3.786444,3.278452,0.406774467,1.338029
118,0.595,3.168739,2.996379,0.428846706,2.856478
119,0.6,2.620174,2.738975,0.449945171,3.323246
120,0.605,2.276428,2.585117,0.456761598,2.557202
121,0.61,2.387115,2.59875,0.449620579,0.850167067
122,0.615,2.721447,2.788638,0.426899155,-1.14542
123,0.62,4.172064,3.113233,0.400931816,-2.658011
124,0.625,4.611244,3.407316,0.383728454,-3.117306
125,0.63,4.267496,3.542672,0.37723662,-2.347054
126,0.635,4.49374,3.501124,0.387948146,-0.647498105
127,0.64,3.79326,3.279101,0.406774467,1.33738
128,0.645,3.171011,2.996054,0.428846706,2.856478
129,0.65,2.632833,2.739624,0.449620579,3.32357
130,0.655,2.276428,2.585117,0.456437007,2.557527
131,0.66,2.630561,2.606865,0.450269763,0.849842474
132,0.665,3.058052,2.797078,0.426899155,-1.145096
133,0.67,4.005546,3.109987,0.400607224,-2.657686
134,0.675,4.645002,3.408614,0.383728454,-3.116981
135,0.68,4.650196,3.55663,0.377561211,-2.347378
136,0.685,4.495688,3.501773,0.387948146,-0.647173514
137,0.69,3.787418,3.279101,0.406125283,1.33738
138,0.695,3.163545,2.996379,0.428846706,2.855829
139,0.7,2.628938,2.738326,0.450269763,3.322921
140,0.705,2.265068,2.584468,0.456761598,2.557527
141,0.71,2.334855,2.598426,0.449620579,0.850491659
142,0.715,2.709437,2.78734,0.426899155,-1.144771
143,0.72,3.918555,3.108039,0.400282632,-2.657686
144,0.725,4.50997,3.405693,0.383728454,-3.116981
145,0.73,4.650196,3.556305,0.37723662,-2.347703
146,0.735,4.552492,3.502423,0.387948146,-0.648147287
147,0.74,3.7819,3.279101,0.406774467,1.337056
148,0.745,3.177178,2.996379,0.429171298,2.856154
149,0.75,2.619849,2.7393,0.450269763,3.323895
150,0.755,2.281297,2.585117,0.45708619,2.558176
151,0.76,2.977552,2.614331,0.449620579,0.849842474
152,0.765,2.895754,2.793182,0.426899155,-1.144447
153,0.77,3.582273,3.0996,0.400931816,-2.658011
154,0.775,4.649547,3.407641,0.383728454,-3.116981
155,0.78,4.611569,3.555332,0.377561211,-2.348028
156,0.785,4.499258,3.499826,0.388272738,-0.648147287
157,0.79,3.779952,3.279426,0.406449875,1.33738
158,0.795,3.173607,2.995729,0.428846706,2.855829
159,0.8,2.624718,2.7393,0.450269763,3.323246
160,0.805,2.266366,2.584793,0.457410782,2.558501
161,0.81,1.969363,2.589986,0.449945171,0.850491659
162,0.815,3.125567,2.798051,0.426574564,-1.144122
163,0.82,3.948093,3.109338,0.400282632,-2.657362
164,0.825,4.649222,3.407641,0.384053046,-3.117306
165,0.83,4.654091,3.556305,0.37723662,-2.348028
166,0.835,4.441155,3.501449,0.388272738,-0.648471878
167,0.84,3.753011,3.277478,0.406449875,1.336406
168,0.845,3.177178,2.997028,0.429171298,2.856154
169,0.85,2.62699,2.738975,0.450269763,3.323246
170,0.855,2.273507,2.585117,0.45708619,2.557527
171,0.86,2.516953,2.602321,0.449945171,0.850816251
172,0.865,2.909712,2.792858,0.426574564,-1.143797
173,0.87,3.910115,3.106416,0.400931816,-2.657686
174,0.875,4.618385,3.407641,0.384053046,-3.117306
175,0.88,4.650196,3.557279,0.37723662,-2.348028
176,0.885,4.511268,3.502098,0.388272738,-0.648471878
177,0.89,3.787742,3.278776,0.406449875,1.336082
178,0.895,3.169388,2.996379,0.428846706,2.855505
179,0.9,2.631534,2.739949,0.450269763,3.32357
180,0.905,2.271884,2.585117,0.456761598,2.558825
181,0.91,2.18327,2.594206,0.450269763,0.850491659
182,0.915,2.831485,2.790586,0.426249972,-1.144122
183,0.92,3.735482,3.102521,0.401256407,-2.657037
184,0.925,4.650196,3.409264,0.383403862,-3.116981
185,0.93,4.650845,3.556305,0.37723662,-2.348352
186,0.935,4.49374,3.501773,0.387948146,-0.648796469
187,0.94,3.79326,3.279426,0.406774467,1.336082
188,0.945,3.170362,2.996054,0.429171298,2.855505
189,0.95,2.630561,2.739624,0.450269763,3.322597
190,0.955,2.275779,2.585442,0.457410782,2.55915
191,0.96,2.517277,2.602645,0.450269763,0.851465435
192,0.965,3.016828,2.795455,0.426574564,-1.143797
193,0.97,3.938355,3.108688,0.400931816,-2.657362
194,0.975,4.646301,3.407641,0.384377637,-3.117306
195,0.98,4.649871,3.555332,0.377561211,-2.348352
196,0.985,4.523928,3.501773,0.387948146,-0.649445651
197,0.99,3.7819,3.278452,0.406449875,1.335433
198,0.995,3.172309,2.99508,0.429171298,2.85518
199,1.0,2.626016,2.738975,0.450269763,3.32357
