,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
129,0.65,2.352708,2.547464,0.389895697,-0.901003549
130,0.655,3.409913,2.948339,0.353866017,-3.174758
131,0.66,2.683469,3.356679,0.323029807,-4.193646
132,0.665,4.527498,3.684196,0.311344508,-3.570434
133,0.67,2.018701,3.630962,0.319459299,-1.550509
134,0.675,4.26425,3.443671,0.340557758,1.095559
135,0.68,3.456979,3.065193,0.373990703,3.371286
136,0.685,2.639,2.689961,0.402879366,4.400256
137,0.69,1.554857,2.409837,0.422679463,3.790014
138,0.695,2.257277,2.365692,0.419433545,1.76422
139,0.7,2.38679,2.549412,0.390220289,-0.900678959
140,0.705,2.342646,2.920748,0.354190609,-3.173785
141,0.71,2.630236,3.356355,0.323029807,-4.193971
142,0.715,2.933407,3.648166,0.311019916,-3.571407
143,0.72,4.543403,3.692311,0.319459299,-1.551158
144,0.725,3.955559,3.436854,0.34088235,1.094585
145,0.73,3.385893,3.064544,0.373666111,3.371935
146,0.735,2.64679,2.691584,0.403203958,4.400905
147,0.74,2.069987,2.424119,0.423004054,3.788716
148,0.745,2.177752,2.365043,0.419433545,1.764869
149,0.75,2.403669,2.548763,0.389895697,-0.900354368
150,0.755,3.435231,2.949312,0.354190609,-3.173785
151,0.76,3.486842,3.37648,0.323029807,-4.193322
152,0.765,4.650196,3.686793,0.311019916,-3.571732
153,0.77,2.13523,3.63291,0.319783891,-1.551158
154,0.775,2.5994,3.402123,0.34088235,1.093611
155,0.78,3.838055,3.075904,0.373666111,3.370637
156,0.785,2.514356,2.689312,0.40352855,4.400905
157,0.79,2.196254,2.427365,0.422679463,3.790014
158,0.795,2.074531,2.361797,0.419758137,1.764545
159,0.8,2.539674,2.55071,0.390220289,-0.899705186
160,0.805,2.231635,2.916528,0.353866017,-3.174109
161,0.81,3.252809,3.366092,0.323354399,-4.193646
162,0.815,4.445375,3.682898,0.311344508,-3.571083
163,0.82,3.275855,3.660825,0.319783891,-1.552132
164,0.825,3.312534,3.418352,0.340557758,1.09426
165,0.83,2.726641,3.048638,0.373666111,3.370637
166,0.835,2.672109,2.69126,0.403203958,4.399282
167,0.84,1.729488,2.416978,0.423004054,3.790339
168,0.845,1.618478,2.352059,0.419433545,1.765518
169,0.85,1.54869,2.528313,0.389571105,-0.899056005
170,0.855,4.010091,2.961972,0.354190609,-3.172811
171,0.86,3.273258,3.370637,0.323354399,-4.193971
172,0.865,4.650196,3.687767,0.311344508,-3.572056
173,0.87,2.506566,3.643622,0.319459299,-1.551808
174,0.875,4.03898,3.437503,0.340557758,1.092962
175,0.88,3.399526,3.065193,0.373341519,3.370961
176,0.885,1.968065,2.676978,0.403203958,4.400905
177,0.89,1.769413,2.416653,0.422679463,3.790339
178,0.895,2.421847,2.369912,0.419108953,1.765194
179,0.9,2.624393,2.553956,0.389895697,-0.899380596
180,0.905,3.290462,2.942496,0.353866017,-3.172811
181,0.91,4.038655,3.384919,0.323354399,-4.192997
182,0.915,3.908167,3.670888,0.311669099,-3.572381
183,0.92,3.902325,3.677055,0.319783891,-1.552457
184,0.925,1.906392,3.385568,0.340557758,1.092962
185,0.93,3.487816,3.066816,0.373016927,3.369338
186,0.935,2.019026,2.676653,0.403203958,4.40123
187,0.94,1.970337,2.422496,0.422679463,3.790664
188,0.945,2.348488,2.367315,0.419433545,1.765843
189,0.95,1.631137,2.527664,0.389895697,-0.898406823
190,0.955,3.303446,2.945742,0.353866017,-3.173135
191,0.96,1.924244,3.336554,0.323029807,-4.193971
192,0.965,4.262627,3.678353,0.311669099,-3.571732
193,0.97,1.971635,3.629339,0.319459299,-1.552781
194,0.975,2.641272,3.405369,0.34088235,1.092313
195,0.98,3.324544,3.062596,0.373341519,3.370637
196,0.985,2.52669,2.68704,0.403203958,4.399931
197,0.99,1.402623,2.407889,0.422679463,3.790014
198,0.995,1.399377,2.345892,0.419108953,1.766492
199,1.0,2.438076,2.548763,0.389895697,-0.898731414
