x-axis,2
second,Volt
-250.0000E-06,+10.8177607630E+00
-249.7500E-06,+10.5517428353E+00
-249.5000E-06,+10.2980047979E+00
-249.2500E-06,+9.9986326131E+00
-249.0000E-06,+9.7040967451E+00
-248.7500E-06,+9.4192026777E+00
-248.5000E-06,+9.0734435703E+00
-248.2500E-06,+8.7508910492E+00
-248.0000E-06,+8.3746331728E+00
-247.7500E-06,+8.0361282994E+00
-247.5000E-06,+7.6326093190E+00
-247.2500E-06,+7.2057877559E+00
-247.0000E-06,+6.7865976585E+00
-246.7500E-06,+6.3494730537E+00
-246.5000E-06,+5.8807213616E+00
-246.2500E-06,+5.3687835485E+00
-246.0000E-06,+4.8913663802E+00
-245.7500E-06,+4.3658616106E+00
-245.5000E-06,+3.8332266625E+00
-245.2500E-06,+3.2632833982E+00
-245.0000E-06,+2.6679267575E+00
-244.7500E-06,+2.0733291633E+00
-244.5000E-06,+1.4488648967E+00
-244.2500E-06,+787.5261462E-03
-244.0000E-06,+148.7311732E-03
-243.7500E-06,-521.7720493E-03
-243.5000E-06,-1.1855053615E+00
-243.2500E-06,-1.9355053915E+00
-243.0000E-06,-2.7041003257E+00
-242.7500E-06,-3.4672320326E+00
-242.5000E-06,-4.2889051703E+00
-242.2500E-06,-5.0975746665E+00
-242.0000E-06,-5.9462283965E+00
-241.7500E-06,-6.8125898284E+00
-241.5000E-06,-7.6912067097E+00
-241.2500E-06,-8.6171226394E+00
-241.0000E-06,-9.5212988607E+00
-240.7500E-06,-10.4524014859E+00
-240.5000E-06,-11.3965239926E+00
-240.2500E-06,-12.1358882894E+00
-240.0000E-06,-12.4886285550E+00
-239.7500E-06,-12.6151221905E+00
-239.5000E-06,-12.6569577704E+00
-239.2500E-06,-12.6891181839E+00
-239.0000E-06,-12.6791891177E+00
-238.7500E-06,-12.7047050029E+00
-238.5000E-06,-12.6982570089E+00
-238.2500E-06,-12.6958029522E+00
-238.0000E-06,-12.7111078122E+00
-237.7500E-06,-12.7338416528E+00
-237.5000E-06,-12.7539991902E+00
-237.2500E-06,-12.7341778003E+00
-237.0000E-06,-12.7726557604E+00
-236.7500E-06,-12.7767043687E+00
-236.5000E-06,-12.7946078020E+00
-236.2500E-06,-12.8039464590E+00
-236.0000E-06,-12.7895523981E+00
-235.7500E-06,-12.8231335815E+00
-235.5000E-06,-12.8155678822E+00
-235.2500E-06,-12.8326848130E+00
-235.0000E-06,-12.8359771487E+00
-234.7500E-06,-12.8387356757E+00
-234.5000E-06,-12.8479731504E+00
-234.2500E-06,-12.8470028561E+00
-234.0000E-06,-12.8530998684E+00
-233.7500E-06,-12.8414680733E+00
-233.5000E-06,-12.8620780160E+00
-233.2500E-06,-12.8448728074E+00
-233.0000E-06,-12.8477610583E+00
-232.7500E-06,-12.8637737499E+00
-232.5000E-06,-12.8615752815E+00
-232.2500E-06,-12.8663464349E+00
-232.0000E-06,-12.8732283819E+00
-231.7500E-06,-12.8735724893E+00
-231.5000E-06,-12.8654027525E+00
-231.2500E-06,-12.8780572213E+00
-231.0000E-06,-12.8647723445E+00
-230.7500E-06,-12.8700386343E+00
-230.5000E-06,-12.8674463324E+00
-230.2500E-06,-12.8776880700E+00
-230.0000E-06,-12.8790048837E+00
-229.7500E-06,-12.8811075968E+00
-229.5000E-06,-12.8804968471E+00
-229.2500E-06,-12.8710299136E+00
-229.0000E-06,-12.8715059156E+00
-228.7500E-06,-12.8808926103E+00
-228.5000E-06,-12.8835882654E+00
-228.2500E-06,-12.8768713375E+00
-228.0000E-06,-12.8745990223E+00
-227.7500E-06,-12.8752752181E+00
-227.5000E-06,-12.8862298526E+00
-227.2500E-06,-12.8741364072E+00
-227.0000E-06,-12.8816263716E+00
-226.7500E-06,-12.8703998673E+00
-226.5000E-06,-12.8840960652E+00
-226.2500E-06,-12.8775742243E+00
-226.0000E-06,-12.8772406095E+00
-225.7500E-06,-12.8785919948E+00
-225.5000E-06,-12.8818682111E+00
-225.2500E-06,-12.8812029902E+00
-225.0000E-06,-12.8906217240E+00
-224.7500E-06,-12.8861986578E+00
-224.5000E-06,-12.8920639197E+00
-224.2500E-06,-12.9024027391E+00
-224.0000E-06,-12.8875487165E+00
-223.7500E-06,-12.8929704978E+00
-223.5000E-06,-12.8723234923E+00
-223.2500E-06,-12.8805341512E+00
-223.0000E-06,-12.8913181396E+00
-222.7500E-06,-12.8906842341E+00
-222.5000E-06,-12.8947122607E+00
-222.2500E-06,-12.8878916178E+00
-222.0000E-06,-12.8729596893E+00
-221.7500E-06,-12.8875466662E+00
-221.5000E-06,-12.8991612151E+00
-221.2500E-06,-12.8895208616E+00
-221.0000E-06,-12.8871771116E+00
-220.7500E-06,-12.8922919314E+00
-220.5000E-06,-12.8772771108E+00
-220.2500E-06,-12.8897165931E+00
-220.0000E-06,-12.8972338929E+00
-219.7500E-06,-12.8960980971E+00
