,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
124,0.025,2.947689,2.93503,0.459358333,-0.945147891
125,0.0252,2.923994,2.933407,0.459682925,-0.969167604
126,0.0254,2.904518,2.932109,0.459358333,-0.975659419
127,0.0256,2.891859,2.931135,0.459358333,-0.965597107
128,0.0258,2.900948,2.930486,0.459033741,-0.939629848
129,0.026,2.911335,2.930161,0.459033741,-0.896459279
130,0.0262,2.935679,2.930161,0.459033741,-0.838357529
131,0.0264,2.964244,2.930161,0.460007516,-0.765000004
132,0.0266,3.006441,2.930486,0.459682925,-0.678009651
133,0.0268,3.047989,2.931784,0.460007516,-0.579009416
134,0.027,3.108039,2.932433,0.459682925,-0.46994684
135,0.0272,3.171985,2.933732,0.459682925,-0.351146504
136,0.0274,3.237228,2.935355,0.459682925,-0.22552972
137,0.0276,3.321947,2.936978,0.459682925,-0.094719439
138,0.0278,3.39628,2.939575,0.459682925,0.038687615
139,0.028,3.481973,2.941522,0.460332108,0.173068488
140,0.0282,3.571237,2.94347,0.459682925,0.307449408
141,0.0284,3.651412,2.946391,0.459682925,0.437935275
142,0.0286,3.724446,2.948663,0.459682925,0.562903128
143,0.0288,3.808516,2.951585,0.460007516,0.681379186
144,0.029,3.873436,2.953857,0.459358333,0.789143746
145,0.0292,3.955559,2.956129,0.459682925,0.886845983
146,0.0294,4.015933,2.95905,0.459682925,0.97188915
147,0.0296,4.072089,2.960673,0.459358333,1.043624
148,0.0298,4.125647,2.96327,0.459358333,1.099129
149,0.03,4.161677,2.964893,0.459358333,1.139379
150,0.0302,4.194786,2.966191,0.459682925,1.163074
151,0.0304,4.214587,2.968463,0.459033741,1.170215
152,0.0306,4.224324,2.970086,0.459358333,1.160477
153,0.0308,4.237308,2.970411,0.458709149,1.133861
154,0.031,4.226597,2.972034,0.459033741,1.09069
155,0.0312,4.198357,2.972034,0.458709149,1.033237
156,0.0314,4.17531,2.972034,0.458709149,0.959554643
157,0.0316,4.125647,2.971385,0.458709149,0.872239334
158,0.0318,4.080528,2.970411,0.458384557,0.772589549
159,0.032,4.029242,2.970086,0.458709149,0.662552851
160,0.0322,3.964972,2.968463,0.458384557,0.543103024
161,0.0324,3.893236,2.966516,0.458059966,0.416836811
162,0.0326,3.819553,2.964893,0.458384557,0.286026359
163,0.0328,3.725744,2.962621,0.458709149,0.151320855
164,0.033,3.646868,2.960024,0.458384557,0.015966215
165,0.0332,3.563447,2.957752,0.458709149,-0.11711624
166,0.0334,3.493009,2.955155,0.458709149,-0.247601923
167,0.0336,3.412834,2.953208,0.458384557,-0.372244926
168,0.0338,3.32357,2.949962,0.458384557,-0.489097711
169,0.034,3.257353,2.948014,0.459033741,-0.596861919
170,0.0342,3.177827,2.945093,0.459033741,-0.693590013
171,0.0344,3.116154,2.942171,0.459033741,-0.778632819
172,0.0346,3.056753,2.939575,0.459358333,-0.849069025
173,0.0348,3.009362,2.937952,0.460007516,-0.905223229
174,0.035,2.958726,2.935679,0.460007516,-0.945472482
175,0.0352,2.932433,2.934381,0.460332108,-0.968843014
176,0.0354,2.91101,2.932758,0.460007516,-0.975984009
177,0.0356,2.890236,2.93146,0.460007516,-0.966246288
178,0.0358,2.896079,2.930811,0.4606567,-0.939629848
179,0.036,2.90679,2.930161,0.460007516,-0.896134688
180,0.0362,2.928214,2.929837,0.460981292,-0.838032938
181,0.0364,2.964893,2.929512,0.4606567,-0.764675413
182,0.0366,3.004494,2.930161,0.461305883,-0.678009651
183,0.0368,3.054806,2.930486,0.4606567,-0.579009416
184,0.037,3.10739,2.93146,0.4606567,-0.469297658
185,0.0372,3.171985,2.932758,0.460981292,-0.350821912
186,0.0374,3.239176,2.934056,0.4606567,-0.22552972
187,0.0376,3.314482,2.935679,0.460981292,-0.094719439
188,0.0378,3.393683,2.937952,0.460332108,0.038687615
189,0.038,3.482947,2.940224,0.460332108,0.172743896
190,0.0382,3.560201,2.942496,0.460332108,0.307449408
191,0.0384,3.633235,2.944768,0.459682925,0.437610684
192,0.0386,3.720551,2.947689,0.459682925,0.562578536
193,0.0388,3.799428,2.949637,0.459682925,0.680730002
194,0.039,3.877331,2.952883,0.459358333,0.788819154
195,0.0392,3.949716,2.955155,0.459033741,0.886845983
196,0.0394,4.027294,2.958076,0.458709149,0.971564558
197,0.0396,4.075659,2.960349,0.459033741,1.042975
198,0.0398,4.125322,2.962945,0.458709149,1.099454
199,0.04,4.166871,2.965542,0.458384557,1.139703
