,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
142,0.572,3.566368,3.084668,0.361980809,0.016615398
143,0.576,3.571237,3.073957,0.363603768,0.151320855
144,0.58,3.563771,3.062596,0.363279176,0.285052584
145,0.584,3.569614,3.050261,0.365551318,0.415863036
146,0.588,3.566368,3.037602,0.364577543,0.541480065
147,0.592,3.553709,3.024943,0.36782346,0.659956115
148,0.596,3.541699,3.013582,0.367174277,0.769668221
149,0.6,3.551761,3.003844,0.369446419,0.86866882
150,0.604,3.553384,2.992484,0.368472644,0.955984128
151,0.608,3.542672,2.984369,0.371393969,1.029017
152,0.612,3.543971,2.975605,0.370095602,1.087119
153,0.616,3.553384,2.970086,0.372367744,1.130939
154,0.62,3.550787,2.964568,0.371069377,1.156907
155,0.624,3.544295,2.961322,0.372692336,1.166969
156,0.628,3.544945,2.958726,0.371718561,1.160802
157,0.632,3.543646,2.957427,0.372692336,1.135808
158,0.636,3.545918,2.959375,0.371393969,1.096533
159,0.64,3.553709,2.961322,0.371718561,1.040054
160,0.644,3.549814,2.965218,0.371069377,0.969617004
161,0.648,3.562473,2.969437,0.371069377,0.88489843
162,0.652,3.56442,2.976254,0.370420194,0.786871601
163,0.656,3.558902,2.98307,0.369446419,0.679431634
164,0.66,3.561499,2.992484,0.369121827,0.562253945
165,0.664,3.551761,3.001248,0.367498868,0.437286092
166,0.668,3.558253,3.011635,0.367498868,0.307124816
167,0.672,3.561824,3.023645,0.36587591,0.173717671
168,0.676,3.557279,3.034681,0.36587591,0.039661389
169,0.68,3.572535,3.046366,0.363279176,-0.094394848
170,0.684,3.564745,3.058052,0.364252951,-0.224880538
171,0.688,3.568315,3.070711,0.361007034,-0.349523548
172,0.692,3.577404,3.082072,0.362305401,-0.467350111
173,0.696,3.57286,3.093108,0.359708668,-0.57673728
174,0.7,3.575781,3.103495,0.360357851,-0.674763742
175,0.704,3.573509,3.113233,0.358085709,-0.761754096
176,0.708,3.580326,3.121348,0.358734892,-0.834137849
177,0.712,3.575457,3.129463,0.356787342,-0.89288878
178,0.716,3.57708,3.135305,0.358085709,-0.935085578
179,0.72,3.575781,3.140823,0.356138159,-0.962026609
180,0.724,3.578378,3.144069,0.357761117,-0.971115149
181,0.728,3.582273,3.146017,0.356462751,-0.964298744
182,0.732,3.583571,3.14764,0.357111934,-0.940928211
183,0.736,3.582273,3.146017,0.356462751,-0.900678959
184,0.74,3.573184,3.14342,0.357111934,-0.844849345
185,0.744,3.577729,3.139525,0.357111934,-0.774737729
186,0.748,3.580326,3.136279,0.357761117,-0.690019514
187,0.752,3.571237,3.128489,0.357761117,-0.593940601
188,0.756,3.572535,3.121997,0.358734892,-0.486176391
189,0.76,3.578378,3.114207,0.359708668,-0.369648197
190,0.764,3.575132,3.105443,0.359708668,-0.245978967
191,0.768,3.566693,3.095055,0.361331626,-0.115817874
192,0.772,3.571561,3.084344,0.361656218,0.016290807
193,0.776,3.568965,3.072658,0.363603768,0.150347081
194,0.78,3.559551,3.061947,0.362954585,0.285052584
195,0.784,3.564745,3.049288,0.365551318,0.415538444
196,0.788,3.561174,3.036953,0.364902135,0.540830881
197,0.792,3.555656,3.025592,0.36782346,0.659956115
198,0.796,3.552735,3.014231,0.366849685,0.769343629
199,0.8,3.552086,3.004169,0.36977101,0.869318005
