,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
94,0.0038,4.644678,2.994756,0.388921922,0.297711658
95,0.00384,4.645652,2.99508,0.38859733,0.161707784
96,0.00388,4.646625,2.994756,0.388921922,0.023431818
97,0.00392,4.647275,2.994431,0.388921922,-0.112896553
98,0.00396,4.647599,2.993782,0.388921922,-0.245654375
99,0.004,4.64273,2.994431,0.38859733,-0.3732187
100,0.00404,4.588522,2.992159,0.38859733,-0.49201903
101,0.00408,4.487248,2.988913,0.388921922,-0.603353738
102,0.00412,4.347347,2.984693,0.388921922,-0.703976922
103,0.00416,4.157458,2.978201,0.38859733,-0.790967271
104,0.0042,3.931214,2.97106,0.388921922,-0.863675611
105,0.00424,3.719902,2.963595,0.389246513,-0.921777358
106,0.00428,3.546568,2.957103,0.389246513,-0.963649562
107,0.00432,3.367066,2.950611,0.389246513,-0.988643047
108,0.00436,3.135305,2.942496,0.389246513,-0.996108633
109,0.0044,2.86719,2.933732,0.389246513,-0.987669275
110,0.00444,2.636728,2.925292,0.388921922,-0.962026609
111,0.00448,2.486116,2.919125,0.388921922,-0.91853145
112,0.00452,2.39101,2.915555,0.389246513,-0.859455931
113,0.00456,2.286166,2.911659,0.389246513,-0.785773818
114,0.0046,2.152109,2.90744,0.388921922,-0.698134286
115,0.00464,2.012534,2.90322,0.389246513,-0.597835692
116,0.00468,1.910287,2.899649,0.388921922,-0.486500982
117,0.00472,1.873283,2.898026,0.388921922,-0.366077695
118,0.00476,1.893083,2.897702,0.388921922,-0.23883796
119,0.0048,1.933008,2.899325,0.389246513,-0.105755544
120,0.00484,1.957028,2.899974,0.389246513,0.030572829
121,0.00488,1.979425,2.900623,0.38859733,0.16722584
122,0.00492,2.046941,2.90322,0.388921922,0.303554308
123,0.00496,2.168988,2.90679,0.38859733,0.435338541
124,0.005,2.324793,2.911659,0.389246513,0.561604761
125,0.00504,2.48709,2.916853,0.388921922,0.683326738
126,0.00508,2.644194,2.922046,0.388921922,0.794661812
127,0.00512,2.806815,2.927889,0.38859733,0.894636196
128,0.00516,2.991834,2.934056,0.389246513,0.981626919
129,0.0052,3.215156,2.941847,0.38859733,1.055309
130,0.00524,3.453733,2.950611,0.389246513,1.113087
131,0.00528,3.678029,2.957752,0.38859733,1.155608
132,0.00532,3.877331,2.965218,0.388921922,1.180927
133,0.00536,4.076633,2.972359,0.388921922,1.189366
134,0.0054,4.272689,2.979175,0.38859733,1.180927
135,0.00544,4.418109,2.984693,0.38859733,1.15431
136,0.00548,4.511917,2.987939,0.389246513,1.111788
137,0.00552,4.555738,2.990211,0.388921922,1.053037
138,0.00556,4.587549,2.991834,0.388921922,0.97903018
139,0.0056,4.609297,2.993133,0.38859733,0.891714866
140,0.00564,4.623254,2.993133,0.38859733,0.791091299
141,0.00568,4.632343,2.993133,0.38859733,0.68040541
142,0.00572,4.638186,2.994106,0.388272738,0.55965721
143,0.00576,4.642081,2.993457,0.388921922,0.430469665
144,0.0058,4.644353,2.994431,0.38859733,0.297711658
145,0.00584,4.645652,2.994106,0.388921922,0.161707784
146,0.00588,4.646301,2.993782,0.388921922,0.023756409
147,0.00592,4.64695,2.993457,0.388921922,-0.112571961
148,0.00596,4.647599,2.993457,0.388921922,-0.245654375
149,0.006,4.641432,2.993133,0.388921922,-0.373543291
150,0.00604,4.585926,2.992159,0.388921922,-0.49201903
151,0.00608,4.487897,2.988913,0.38859733,-0.603678329
152,0.00612,4.349619,2.983719,0.388921922,-0.703652331
153,0.00616,4.156484,2.977552,0.388921922,-0.790967271
154,0.0062,3.933486,2.970086,0.388921922,-0.864000202
155,0.00624,3.720876,2.962296,0.388272738,-0.921452767
156,0.00628,3.54462,2.955804,0.388272738,-0.963324971
157,0.00632,3.368365,2.949962,0.38859733,-0.988318456
158,0.00636,3.13141,2.941847,0.388921922,-0.996433224
159,0.0064,2.85875,2.932109,0.388272738,-0.987344684
160,0.00644,2.632184,2.924319,0.38859733,-0.961377427
161,0.00648,2.498451,2.918801,0.38859733,-0.918206859
162,0.00652,2.408538,2.915879,0.388272738,-0.859780521
163,0.00656,2.294281,2.911659,0.38859733,-0.785773818
164,0.0066,2.146266,2.907115,0.388272738,-0.697809695
165,0.00664,2.001498,2.901597,0.38859733,-0.597511101
166,0.00668,1.914507,2.899,0.388272738,-0.486825573
167,0.00672,1.895356,2.897702,0.38859733,-0.366402286
168,0.00676,1.913208,2.898026,0.387948146,-0.23883796
169,0.0068,1.94015,2.899,0.388272738,-0.106080135
170,0.00684,1.961897,2.899649,0.387948146,0.030572829
171,0.00688,1.986242,2.900299,0.388272738,0.16722584
172,0.00692,2.046616,2.901922,0.388272738,0.302905125
173,0.00696,2.161522,2.905817,0.387948146,0.435338541
174,0.007,2.319924,2.91101,0.388272738,0.560630985
175,0.00704,2.490985,2.917178,0.387948146,0.683002146
176,0.00708,2.657827,2.922371,0.387948146,0.794661812
177,0.00712,2.816553,2.927565,0.388272738,0.893987011
178,0.00716,2.998326,2.934056,0.387948146,0.981951511
179,0.0072,3.214506,2.941847,0.387623555,1.054985
180,0.00724,3.450812,2.950286,0.387948146,1.113087
181,0.00728,3.676406,2.958401,0.387948146,1.155608
182,0.00732,3.88577,2.965542,0.387948146,1.180602
183,0.00736,4.084099,2.972683,0.387623555,1.189691
184,0.0074,4.279506,2.980149,0.387948146,1.180277
185,0.00744,4.425899,2.985667,0.387623555,1.15431
186,0.00748,4.519383,2.989238,0.387623555,1.112438
187,0.00752,4.555414,2.990211,0.387948146,1.053037
188,0.00756,4.585276,2.991185,0.387623555,0.979354773
189,0.0076,4.607998,2.992159,0.387948146,0.891714866
190,0.00764,4.62293,2.992484,0.387298963,0.790442115
191,0.00768,4.632019,2.993133,0.387623555,0.680080818
192,0.00772,4.63851,2.993457,0.387298963,0.558683434
193,0.00776,4.641756,2.993457,0.387623555,0.431118848
194,0.0078,4.644353,2.994106,0.387623555,0.298360842
195,0.00784,4.645976,2.994106,0.387623555,0.161707784
196,0.00788,4.64695,2.994106,0.387623555,0.024405592
197,0.00792,4.647924,2.994106,0.387948146,-0.112571961
198,0.00796,4.647599,2.994106,0.387623555,-0.245654375
199,0.008,4.644678,2.994756,0.387623555,-0.372894108
