,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0,2e-05,4.346373,2.977877,0.414240077,1.164048
1,4e-05,4.224649,2.99508,0.414564669,1.189366
2,6e-05,4.085722,2.997677,0.414240077,1.197481
3,8e-05,3.932837,2.993133,0.414889261,1.188068
4,0.0001,3.771188,2.986316,0.414564669,1.1621
5,0.00012,3.607267,2.977877,0.414889261,1.11828
6,0.00014,3.447566,2.968788,0.414564669,1.05888
7,0.00016,3.28819,2.959375,0.414240077,0.984548249
8,0.00018,3.126541,2.949637,0.413915485,0.894960788
9,0.0002,2.960349,2.939899,0.414240077,0.793688036
10,0.00022,2.80714,2.929837,0.414889261,0.681379186
11,0.00024,2.671784,2.921397,0.414889261,0.55965721
12,0.00026,2.552658,2.913607,0.414889261,0.430469665
13,0.00028,2.451709,2.906466,0.414240077,0.295764108
14,0.0003,2.368289,2.900948,0.414564669,0.158137277
15,0.00032,2.302071,2.896728,0.414564669,0.019536721
16,0.00034,2.261822,2.893482,0.414889261,-0.117765422
17,0.00036,2.250786,2.891859,0.414564669,-0.251821608
18,0.00038,2.23488,2.890561,0.414889261,-0.380359704
19,0.0004,2.255979,2.890885,0.414564669,-0.501107578
20,0.00042,2.293957,2.891859,0.414564669,-0.610494739
21,0.00044,2.323495,2.894131,0.414564669,-0.71079333
22,0.00046,2.389063,2.897053,0.414564669,-0.799731223
23,0.00048,2.480923,2.901272,0.414889261,-0.873413334
24,0.0005,2.592908,2.907115,0.415213852,-0.93151508
25,0.00052,2.719824,2.913932,0.414889261,-0.973387284
26,0.00054,2.857452,2.921397,0.414889261,-0.998705359
27,0.00056,3.00709,2.929837,0.415213852,-1.006171
28,0.00058,3.162571,2.938601,0.414889261,-0.997082405
29,0.0006,3.324544,2.948014,0.414889261,-0.969816786
30,0.00062,3.495606,2.958076,0.414564669,-0.925997037
31,0.00064,3.66537,2.967814,0.414889261,-0.866921519
32,0.00066,3.827668,2.978201,0.414889261,-0.791616452
33,0.00068,3.982825,2.98729,0.414889261,-0.703003149
34,0.0007,4.122401,2.996379,0.414889261,-0.601730783
35,0.00072,4.236335,3.004169,0.414889261,-0.489746893
36,0.00074,4.324625,3.010012,0.415213852,-0.368025242
37,0.00076,4.391817,3.015205,0.414889261,-0.239162551
38,0.00078,4.446673,3.0191,0.414889261,-0.10478177
39,0.0008,4.493091,3.022022,0.414889261,0.032195786
40,0.00082,4.527823,3.024294,0.415213852,0.170796347
