,Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0,0.02,3.563447,3.134981,0.39054488,-0.654963696
1,0.04,3.565394,3.12784,0.391518655,-0.554340502
2,0.06,3.557928,3.118426,0.393466206,-0.443005783
3,0.08,3.57286,3.108364,0.392492431,-0.323880848
4,0.1,3.560525,3.097652,0.395413756,-0.197614875
5,0.12,3.565394,3.085967,0.395738348,-0.067129176
6,0.14,3.560525,3.073957,0.397036715,0.066602478
7,0.16,3.563771,3.061622,0.399633449,0.201307952
8,0.18,3.571561,3.048638,0.398659673,0.334390516
9,0.2,3.563122,3.036304,0.401580999,0.463578026
10,0.22,3.570912,3.024618,0.401905591,0.58724752
11,0.24,3.565394,3.010985,0.402554774,0.702477667
12,0.26,3.567342,3.001248,0.4054761,0.807970088
13,0.28,3.562473,2.989562,0.404502325,0.903400185
14,0.3,3.567666,2.981447,0.407099059,0.985197434
15,0.32,3.561174,2.972359,0.407099059,1.052713
16,0.34,3.55663,2.965867,0.40742365,1.105946
17,0.36,3.563122,2.960673,0.409695793,1.1423
18,0.38,3.560525,2.956778,0.408072834,1.163074
19,0.4,3.566368,2.954831,0.410020384,1.16632
20,0.42,3.564745,2.954506,0.409695793,1.152687
21,0.44,3.567017,2.954831,0.409371201,1.123149
22,0.46,3.564745,2.958076,0.410344976,1.076408
23,0.48,3.561174,2.962945,0.408397426,1.015385
24,0.5,3.553384,2.968463,0.410020384,0.938780739
25,0.52,3.56864,2.974955,0.408397426,0.84919329
26,0.54,3.564096,2.984044,0.40742365,0.74759596
27,0.56,3.567666,2.993782,0.408397426,0.636260902
28,0.58,3.566693,3.004494,0.406125283,0.5161619
29,0.6,3.56507,3.014556,0.407099059,0.389571105
30,0.62,3.56507,3.026241,0.404826916,0.257462297
31,0.64,3.559551,3.039225,0.40352855,0.123730577
32,0.66,3.567017,3.051884,0.404502325,-0.010650279
33,0.68,3.557928,3.064544,0.401905591,-0.143083543
34,0.7,3.561824,3.077203,0.402879366,-0.27129708
