Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
9.18,2.0789,4.0032,2.7094,.002
9.185,2.0744,4.0029,2.6436,.0015
9.19,2.0812,4.0048,2.6601,.0031
9.195,2.0877,4.0035,2.6416,.0013
9.2,2.0877,4.0039,2.6984,-.0022
9.205,2.0899,4.0058,2.651,-.0079
9.21,2.0938,4.0042,2.6384,-.0111
9.215,2.0938,4.0103,2.6621,-.0155
9.22,2.0987,4.0068,2.6507,-.0131
9.225,2.1013,4.0065,2.6549,-.0144
9.23,2.1194,4.0081,2.6507,-.0149
9.235,2.1207,4.0103,2.7078,-.0035
9.24,2.1207,4.0084,2.7435,.0039
9.245,2.1243,4.0084,2.7645,.007
9.25,2.1178,4.0087,2.7415,.0031
9.255,2.1117,4.0087,2.7311,-.0019
9.26,2.1061,4.0074,2.6585,-.0039
9.265,2.0967,4.0081,2.6202,-.0011
9.27,2.0922,4.0068,2.5878,.0012
9.275,2.1266,4.0087,2.6527,.0015
9.28,2.1084,4.0103,2.664,-.0034
9.285,2.1016,4.0077,2.701,-.0029
9.29,2.1071,4.0094,2.7321,-.005
9.295,2.099,4.0103,2.6715,-.0082
9.3,2.0954,4.01,2.6942,-.0094
9.305,2.1136,4.0123,2.6588,-.0047
9.31,2.0987,4.0113,2.6494,-.0039
9.315,2.1,4.012,2.6598,.0018
9.32,2.1198,4.0123,2.7165,.0033
9.325,2.1129,4.011,2.7282,-.0014
9.33,2.1185,4.01,2.7454,-.0014
9.335,2.1175,4.0126,2.6883,-.0087
9.34,2.0912,4.0129,2.6108,-.0133
9.345,2.1334,4.0139,2.6267,-.011
9.35,2.1194,4.0149,2.6141,-.0074
9.355,2.1003,4.0126,2.6948,-.004
9.36,2.112,4.0142,2.6812,-.0032
9.365,2.1065,4.0146,2.7292,-.0024
9.37,2.1207,4.0149,2.7571,-.0035
9.375,2.1091,4.0178,2.7101,-.0076
9.38,2.1129,4.0159,2.6653,-.0089
9.385,2.1191,4.0172,2.6403,-.005
9.39,2.122,4.0097,2.6319,-.0024
9.395,2.1266,4.0168,2.6549,.0018
9.4,2.1308,4.0136,2.6955,.0047
9.405,2.1373,4.0165,2.7328,.0037
9.41,2.122,4.0165,2.762,.0031
9.415,2.1165,4.0165,2.7247,-.0001
9.42,2.1214,4.0185,2.6624,-.005
9.425,2.1288,4.0146,2.628,-.0009
9.43,2.1058,4.0172,2.6176,.0026
9.435,2.0993,4.0168,2.6575,.0031
9.44,2.1392,4.0168,2.6565,-.0013
9.445,2.1178,4.022,2.6786,-.0053
9.45,2.1129,4.0181,2.6737,-.0099
9.455,2.1473,4.0188,2.7383,-.0121
9.46,2.111,4.0194,2.6799,-.0087
9.465,2.1282,4.0194,2.6653,-.009
9.47,2.1188,4.0172,2.6355,-.0073
9.475,2.1185,4.0204,2.6848,-.0008
9.48,2.1078,4.021,2.6828,.0031
9.485,2.1152,4.0204,2.748,.0025
9.49,2.1029,4.0214,2.7347,.0015
9.495,2.1344,4.0373,2.7298,-.0003
9.5,2.1142,4.0207,2.6679,-.0003
9.505,2.1126,4.021,2.6342,.0025
9.51,2.1324,4.0201,2.6115,.0018
9.515,2.1337,4.0188,2.6504,.0039
9.52,2.1227,4.0207,2.6887,.0041
9.525,2.1149,4.0207,2.76,.0028
9.53,2.149,4.0207,2.7376,.0028
9.535,2.1204,4.0207,2.7162,-.0006
9.54,2.1126,4.0236,2.6407,.001
9.545,2.1483,4.0214,2.6371,.0025
9.55,2.1142,4.021,2.6189,.0026
9.555,2.1334,4.0204,2.6724,.0033
9.56,2.1246,4.0204,2.6754,-.0043
9.565,2.1107,4.0207,2.7123,.0012
9.57,2.1146,4.021,2.7237,-.0005
9.575,2.1104,4.022,2.7172,
9.58,2.1282,4.0217,2.6822,.0023
9.585,2.1243,4.0204,2.653,.0028
9.59,2.1191,4.0217,2.6792,.0029
9.595,2.1217,4.0214,2.6439,.0028
9.6,2.1402,4.0227,2.6922,.0026
9.605,2.1298,4.022,2.6997,.0015
9.61,2.1295,4.0227,2.7204,.0005
9.615,2.1379,4.0217,2.677,.0015
9.62,2.1415,4.0194,2.6682,.0028
9.625,2.1084,4.0217,2.6637,.0028
9.63,2.1305,4.0217,2.6569,-.0005
9.635,2.1191,4.0279,2.6831,.0034
9.64,2.1305,4.022,2.6643,.0029
9.645,2.1091,4.0227,2.7081,.0033
9.65,2.1133,4.0223,2.6682,.0025
9.655,2.1298,4.0198,2.6773,.0016
9.66,2.1198,4.0217,2.6802,.0025
9.665,2.1126,4.0217,2.6595,.0028
9.67,2.1561,4.0233,2.6809,.0029
9.675,2.1311,4.0243,2.6582,.0049
9.68,2.1353,4.0201,2.7058,.0031
9.685,2.1392,4.0233,2.6634,.0031
9.69,2.1272,4.0214,2.6883,.0025
9.695,2.134,4.022,2.6896,.0021
9.7,2.1405,4.0223,2.6848,.0013
9.705,2.1392,4.0379,2.675,.0028
9.71,2.1039,4.022,2.6692,.0015
9.715,2.1159,4.022,2.7052,.0034
9.72,2.1337,4.0223,2.6591,.0029
9.725,2.1123,4.0204,2.7049,.0025
9.73,2.1139,4.0223,2.6958,.002
9.735,2.1129,4.022,2.7029,.0021
9.74,2.1152,4.0233,2.6692,.0023
9.745,2.1188,4.0227,2.6744,.0042
9.75,2.1198,4.022,2.6838,.0029
9.755,2.1084,4.0223,2.6731,.0029
9.76,2.1506,4.0214,2.6948,.0031
9.765,2.1314,4.0217,2.6883,.0021
9.77,2.1022,4.0223,2.7127,.001
9.775,2.1318,4.0369,2.6556,.0025
9.78,2.1379,4.022,2.6773,.0029
9.785,2.1181,4.0217,2.6831,.0031
9.79,2.1136,4.0223,2.6614,.0029
9.795,2.1353,4.0201,2.6942,.0031
9.8,2.1256,4.022,2.6773,.0028
9.805,2.1123,4.0223,2.7026,.0018
9.81,2.1324,4.0233,2.6841,.0028
9.815,2.1318,4.0223,2.6815,.005
9.82,2.1357,4.0198,2.6896,.0029
9.825,2.1217,4.022,2.6527,.0031
9.83,2.1438,4.021,2.6802,.0025
9.835,2.1321,4.022,2.6708,.0025
9.84,2.1087,4.0227,2.6822,.0008
9.845,2.1146,4.0159,2.6916,.0028
9.85,2.1425,4.023,2.6715,.0029
9.855,2.1444,4.022,2.7075,.0031
9.86,2.1136,4.0214,2.6552,.0016
9.865,2.135,4.0227,2.6805,.0028
9.87,2.134,4.0223,2.6877,.0029
9.875,2.1253,4.0223,2.6825,.0031
9.88,2.1217,4.0223,2.6938,.0036
9.885,2.122,4.0223,2.6812,.0023
9.89,2.1065,4.0185,2.7036,.0007
9.895,2.1129,4.0223,2.6841,
9.9,2.1204,4.022,2.6812,-.0008
9.905,2.1366,4.023,2.6572,-.0014
9.91,2.1311,4.023,2.6692,.0018
9.915,2.1288,4.0285,2.676,-.0018
9.92,2.1386,4.0227,2.6549,-.0024
9.925,2.161,4.023,2.6854,-.0016
9.93,2.1233,4.024,2.7032,-.0005
9.935,2.125,4.0256,2.7136,.0036
9.94,2.1233,4.0233,2.6757,.0039
9.945,2.1318,4.0236,2.7156,.0042
9.95,2.122,4.0246,2.687,.0034
9.955,2.1149,4.0236,2.6916,.001
9.96,2.1301,4.0243,2.6653,-.0005
9.965,2.1256,4.023,2.6458,.0002
9.97,2.1246,4.0233,2.6416,.0021
9.975,2.1525,4.0233,2.6874,.0025
9.98,2.122,4.0243,2.6718,.001
9.985,2.1347,4.0389,2.7026,.0025
9.99,2.1305,4.0233,2.6822,.002
9.995,2.1408,4.0236,2.701,.0021
10,2.1185,4.0236,2.6608,.0029
10.005,2.1502,4.0285,2.6734,.0023
10.01,2.1571,4.0262,2.6893,.0025
10.015,2.1519,4.0266,2.664,.0029
10.02,2.1457,4.0266,2.6818,.0023
10.025,2.1444,4.0266,2.6718,.0044
10.03,2.1405,4.0324,2.6815,.0034
10.035,2.1347,4.0269,2.6744,.0026
10.04,2.1301,4.0266,2.7065,.0021
10.045,2.1217,4.0266,2.6111,-.0089
10.05,2.1181,4.0269,2.5375,-.0204
10.055,2.1269,4.0282,2.5132,-.0358
10.06,2.1363,4.0295,2.5255,-.0429
10.065,2.135,4.0334,2.4149,-.083
10.07,2.1554,4.0369,2.3247,-.1206
10.075,2.1622,4.0421,2.2599,-.1599
10.08,2.1733,4.0489,2.3487,-.1823
10.085,2.195,4.0564,2.4613,-.1988
10.09,2.2112,4.0652,2.4649,-.2341
10.095,2.2326,4.0759,2.4535,-.2593
10.1,2.2612,4.0866,2.4953,-.2867
10.105,2.2959,4.0986,2.5219,-.3065
10.11,2.3069,4.1112,2.5343,-.3165
10.115,2.3351,4.1255,2.5806,-.3199
10.12,2.3565,4.1394,2.5495,-.327
10.125,2.3763,4.1508,2.5677,-.3406
10.13,2.3945,4.1664,2.5369,-.3448
10.135,2.4175,4.1819,2.6154,-.3427
10.14,2.4386,4.1968,2.6458,-.3482
10.145,2.4707,4.2114,2.6741,-.3571
10.15,2.5151,4.2238,2.6698,-.3547
10.155,2.5343,4.2397,2.6621,-.3575
10.16,2.5622,4.2536,2.651,-.3641
10.165,2.6095,4.2714,2.6698,-.3605
10.17,2.6319,4.2854,2.6731,-.3693
10.175,2.6539,4.2977,2.7049,-.3628
10.18,2.69,4.3178,2.724,-.3654
10.185,2.7191,4.3314,2.7279,-.3689
10.19,2.7542,4.3451,2.6893,-.3592
10.195,2.7808,4.3613,2.723,-.355
10.2,2.8109,4.3674,2.7341,-.3617
10.205,2.8421,4.3918,2.6776,-.3542
10.21,2.8735,4.4067,2.6887,-.3511
10.215,2.8852,4.4213,2.7169,-.3515
10.22,2.918,4.4336,2.6468,-.3513
10.225,2.9381,4.4502,2.6721,-.3524
10.23,2.9575,4.4635,2.6912,-.3584
10.235,2.9981,4.4784,2.6792,-.3579
10.24,3.0224,4.4933,2.702,-.3558
10.245,3.0464,4.5079,2.6695,-.3628
10.25,3.0694,4.5215,2.6938,-.3584
10.255,3.097,4.5355,2.7007,-.3589
10.26,3.1268,4.5497,2.6958,-.3636
10.265,3.1703,4.565,2.6779,-.3573
10.27,3.2037,4.5815,2.6802,-.3604
10.275,3.2189,4.5935,2.6176,-.3633
10.28,3.2511,4.6091,2.6614,-.3599
10.285,3.2854,4.6234,2.6728,-.36
10.29,3.3159,4.6383,2.7234,-.3553
10.295,3.3607,4.6571,2.7078,-.3468
10.3,3.3879,4.6681,2.7302,-.3362
10.305,3.4016,4.6808,2.6582,-.3426
10.31,3.4301,4.6963,2.6734,-.34
10.315,3.4492,4.71,2.6786,-.3401
10.32,3.4661,4.7245,2.6361,-.3507
10.325,3.5112,4.7388,2.6478,-.3474
10.33,3.53,4.7528,2.6604,-.3473
10.335,3.5404,4.7635,2.6698,-.3605
10.34,3.5679,4.7816,2.6838,-.3578
10.345,3.602,4.7868,2.6647,-.3602
10.35,3.627,4.8131,2.6121,-.3761
10.355,3.6808,4.8277,2.6533,-.3728
10.36,3.7126,4.8433,2.6627,-.3774
10.365,3.723,4.8575,2.6501,-.3863
10.37,3.7619,4.8741,2.6698,-.3822
10.375,3.7882,4.8903,2.6685,-.3832
10.38,3.8388,4.9059,2.6857,-.3791
10.385,3.8819,4.9214,2.6621,-.3772
10.39,3.8965,4.936,2.6449,-.3821
10.395,3.9244,4.9535,2.6455,-.3881
10.4,3.9572,4.9707,2.6436,-.394
10.405,4.0103,4.9866,2.6254,-.4057
10.41,4.0301,5.0028,2.6342,-.4165
10.415,4.0428,5.0168,2.6325,-.4131
10.42,4.0652,5.0356,2.6179,-.4246
10.425,4.096,5.0538,2.6209,-.4269
10.43,4.1466,5.0719,2.6209,-.4301
10.435,4.1809,5.0878,2.6468,-.4356
10.44,4.202,5.1008,2.6676,-.4331
10.445,4.2393,5.1238,2.69,-.4353
10.45,4.2757,5.142,2.6611,-.4353
10.455,4.322,5.1611,2.627,-.4395
10.46,4.3632,5.1764,2.6056,-.4428
10.465,4.3911,5.191,2.6319,-.4413
10.47,4.4356,5.213,2.6818,-.4366
10.475,4.4703,5.2309,2.6656,-.4431
10.48,4.5254,5.251,2.6403,-.4582
10.485,4.5423,5.2698,2.5917,-.4638
10.49,4.5825,5.2905,2.6076,-.4774
10.495,4.6198,5.3106,2.6205,-.4866
10.5,4.6681,5.3307,2.628,-.4947
10.505,4.7067,5.3515,2.6319,-.4947
10.51,4.7336,5.3723,2.6332,-.5116
10.515,4.7641,5.3917,2.6351,-.5124
10.52,4.804,5.4135,2.6708,-.5069
10.525,4.8442,5.4365,2.5816,-.5179
10.53,4.8877,5.4572,2.6322,-.5231
10.535,4.9308,5.4819,2.6166,-.5339
10.54,4.9733,5.5004,2.6377,-.5454
10.545,5.0132,5.5231,2.6312,-.5601
10.55,5.0628,5.5451,2.5985,-.5606
10.555,5.1095,5.5678,2.6108,-.5812
10.56,5.152,5.5915,2.5661,-.5771
10.565,5.2137,5.6158,2.5933,-.5768
10.57,5.2558,5.6392,2.5969,-.5954
10.575,5.3129,5.6642,2.5978,-.5961
10.58,5.357,5.6872,2.5771,-.6087
10.585,5.407,5.7109,2.5978,-.6118
10.59,5.455,5.7388,2.5372,-.6123
10.595,5.5046,5.7663,2.5537,-.6272
10.6,5.5523,5.791,2.5823,-.6437
10.605,5.6061,5.815,2.5677,-.6536
10.61,5.6629,5.8471,2.6419,-.6738
10.615,5.7076,5.8718,2.5829,-.6848
10.62,5.7527,5.9016,2.5625,-.695
10.625,5.8066,5.9308,2.5956,-.6952
10.63,5.8572,5.9577,2.5644,-.6921
10.635,5.923,5.9866,2.5956,-.7107
10.64,5.9804,6.0141,2.6098,-.729
10.645,6.0304,6.0437,2.6617,-.7431
10.65,6.0972,6.0735,2.6332,-.7437
10.655,6.1624,6.104,2.5771,-.758
10.66,6.2152,6.1358,2.5975,-.7582
10.665,6.295,6.1666,2.5823,-.7622
10.67,6.3537,6.1968,2.5836,-.752
10.675,6.4105,6.2289,2.6157,-.7596
10.68,6.4919,6.2623,2.5599,-.7669
10.685,6.5409,6.2924,2.5888,-.7862
10.69,6.5993,6.3245,2.5855,-.799
10.695,6.683,6.355,2.5722,-.8158
10.7,6.7319,6.3884,2.5888,-.8346
10.705,6.8075,6.4264,2.5729,-.8388
10.71,6.862,6.4556,2.5755,-.8185
10.715,6.9269,6.489,2.5901,-.8561
10.72,6.9956,6.5221,2.5832,-.8674
10.725,7.0427,6.5581,2.6108,-.8945
10.73,7.1322,6.5957,2.5242,-.9175
10.735,7.1776,6.6304,2.5417,-.9013
10.74,7.272,6.6651,2.5806,-.9082
10.745,7.343,6.6943,2.616,-.8958
10.75,7.3998,6.7368,2.5904,-.9043
10.755,7.4951,6.7838,2.5547,-.9273
10.76,7.5691,6.812,2.6085,-.9294
10.765,7.6716,6.851,2.6261,-.9448
10.77,7.7355,6.887,2.6183,-.967
10.775,7.8208,6.9291,2.6235,-.957
10.78,7.8811,6.9668,2.629,-.9623
10.785,7.9703,7.0063,2.6144,-.9944
10.79,8.0374,7.0449,2.6218,-.9945
10.795,8.1133,7.0848,2.6478,-1.0093
10.8,8.1899,7.1254,2.592,-1.023
10.805,8.2655,7.1643,2.6455,-1.0047
10.81,8.3365,7.2061,2.6179,-.9848
10.815,8.4218,7.2464,2.6659,-.9974
10.82,8.4925,7.2869,2.6345,-1.0025
10.825,8.6184,7.3304,2.9381,-.9874
10.83,8.6686,7.3651,3.1865,-.9142
10.835,8.7455,7.4011,3.4534,-.8203
10.84,8.7899,7.4312,3.5199,-.731
10.845,8.859,7.4588,3.6614,-.638
10.85,8.9015,7.4828,3.5897,-.5784
10.855,8.943,7.5068,3.5047,-.5053
10.86,8.9794,7.5256,3.531,-.3982
10.865,8.9962,7.5389,3.4797,-.3116
10.87,9.0144,7.5477,3.445,-.2215
10.875,9.0326,7.5561,3.4554,-.1378
10.88,9.0449,7.5613,3.4758,-.0638
10.885,9.0368,7.5623,3.3604,-.0113
10.89,9.0391,7.5594,3.2741,.0353
10.895,9.0322,7.5587,3.1755,.0876
10.9,9.0131,7.5558,3.1541,.1388
10.905,9.0027,7.5499,2.5018,.1053
10.91,9.0095,7.5477,2.3286,.0771
10.915,9.0079,7.5435,2.4833,.113
10.92,8.9988,7.5392,2.8414,.1286
10.925,8.9988,7.5344,2.7091,.0944
10.93,8.9855,7.5308,2.4892,.0611
10.935,8.9946,7.5285,2.5991,.0624
10.94,8.9654,7.5246,2.7769,.0766
10.945,8.9463,7.5198,2.9605,.1023
10.95,8.9456,7.5182,2.9264,.1304
10.955,8.9317,7.5133,2.965,.1689
10.96,8.9087,7.5042,2.9767,.2014
10.965,8.91,7.4948,2.7243,.2009
10.97,8.9038,7.487,2.7944,.2194
10.975,8.8801,7.4786,2.8333,.2542
10.98,8.8723,7.4695,2.8813,.2699
10.985,8.8577,7.4569,2.4996,.2482
10.99,8.8311,7.4468,2.3565,.234
10.995,8.7994,7.4374,2.471,.2341
11,8.7899,7.428,2.5751,.2197
11.005,8.7676,7.4196,2.4814,.1848
11.01,8.7397,7.415,2.4292,.1556
11.015,8.7572,7.403,2.4879,.1357
11.02,8.7374,7.4037,2.5547,.1172
11.025,8.7264,7.3981,2.8761,.1428
11.03,8.7228,7.3923,2.987,.1755
11.035,8.6855,7.3871,2.9504,.1812
11.04,8.6712,7.3845,2.7749,.1844
11.045,8.6605,7.3703,2.8194,.2009
11.05,8.6443,7.3583,2.941,.2218
11.055,8.6323,7.3531,2.8901,.2382
11.06,8.6258,7.3456,2.8226,.2505
11.065,8.6103,7.3323,2.6679,.2615
11.07,8.5927,7.3229,2.6792,.2571
11.075,8.5772,7.3128,2.6371,.2537
11.08,8.561,7.3034,2.6822,.2573
11.085,8.5386,7.2966,2.509,.2209
11.09,8.5201,7.2853,2.3455,.1791
11.095,8.5032,7.2785,2.413,.1754
11.1,8.4808,7.2713,2.5099,.1626
11.105,8.4873,7.2655,2.7143,.1512
11.11,8.4727,7.2561,2.701,.1606
11.115,8.4578,7.2538,2.6416,.1535
11.12,8.4448,7.2483,2.5686,.1365
11.125,8.4257,7.2412,2.7487,.1577
11.13,8.4111,7.2311,2.9089,.182
11.135,8.3955,7.2243,2.8288,.1796
11.14,8.3702,7.2207,2.6455,.1848
11.145,8.3576,7.212,2.5346,.1919
11.15,8.3479,7.2052,2.603,.1932
11.155,8.3206,7.197,2.6046,.1849
11.16,8.2956,7.1906,2.652,.1818
11.165,8.2888,7.1838,2.6848,.1715
11.17,8.2797,7.1799,2.6098,.153
11.175,8.2707,7.1698,2.5683,.1423
11.18,8.2658,7.1649,2.5871,.1391
11.185,8.2619,7.1568,2.6724,.1414
11.19,8.2625,7.1549,2.6394,.131
11.195,8.2603,7.1494,2.6085,.12
11.2,8.2467,7.1448,2.6682,.1171
11.205,8.2369,7.1426,2.8122,.1218
11.21,8.2298,7.1361,2.8057,.1294
11.215,8.2165,7.1309,2.8028,.1438
11.22,8.2094,7.1244,2.8109,.1532
11.225,8.1821,7.1189,2.7973,.16
11.23,8.163,7.1111,2.7908,.1767
11.235,8.1497,7.1053,2.7285,.1825
11.24,8.1315,7.1001,2.6974,.1859
11.245,8.115,7.0907,2.5466,.1781
11.25,8.0949,7.0816,2.5109,.1632
11.255,8.1802,7.0722,2.5735,.1611
11.26,8.1879,7.0728,2.603,.1527
11.265,8.1195,7.067,2.5508,.1352
11.27,8.0744,7.0618,2.495,.1174
11.275,8.0511,7.0563,2.4846,.1046
11.28,8.0443,7.0547,2.5112,.0839
11.285,8.0394,7.0514,2.7029,.0904
11.29,8.0361,7.0482,2.735,.0942
11.295,8.0329,7.0459,2.7058,.0933
11.3,8.0264,7.0436,2.639,.0968
11.305,8.0203,7.0417,2.8878,.1185
11.31,8.0154,7.0326,2.9857,.1438
11.315,8.0112,7.0277,2.8054,.1417
11.32,7.9985,7.0222,2.7007,.1469
11.325,7.9833,7.0196,2.5239,.1456
11.33,7.9671,7.0102,2.5466,.1329
11.335,7.9551,7.005,2.6205,.1273
11.34,7.9457,7.0008,2.6659,.1276
11.345,7.9385,6.9969,2.6218,.1025
11.35,7.9285,7.006,2.4992,.08
11.355,7.9573,6.9898,2.4898,.0724
11.36,8.005,6.9885,2.5421,.0526
11.365,7.9236,6.9852,2.8255,.0628
11.37,7.9174,6.9865,2.9099,.0889
11.375,7.9122,6.9765,2.8541,.0865
11.38,7.8989,6.9762,2.7263,.0873
11.385,7.8908,6.9742,2.6922,.1046
11.39,7.8746,6.9677,2.8018,.1248
11.395,7.8613,6.9645,2.7976,.1279
11.4,7.8373,6.958,2.7389,.1316
11.405,7.826,6.9535,2.4996,.1184
11.41,7.9272,6.9541,2.4678,.1015
11.415,7.8795,6.9454,2.5278,.101
11.42,7.8798,6.9421,2.6468,.101
11.425,7.8055,6.9366,2.5716,.0811
11.43,7.8545,6.9347,2.5073,.0635
11.435,7.7929,6.9324,2.5414,.0567
11.44,7.7916,6.9311,2.5875,.0428
11.445,7.7832,6.9246,2.7169,.0436
11.45,7.7819,6.9275,2.737,.0523
11.455,7.7702,6.9249,2.69,.0536
11.46,7.7627,6.923,2.7191,.0607
11.465,7.7741,6.9197,2.855,.0834
11.47,7.7666,6.9165,2.916,.0941
11.475,7.7757,6.9139,2.7733,.0894
11.48,7.7799,6.909,2.6796,.0985
11.485,7.7579,6.9061,2.6611,.0994
11.49,7.7604,6.8999,2.6906,.0996
11.495,7.7582,6.899,2.6608,.0936
11.5,7.7533,6.8957,2.6387,.0847
11.505,7.7429,6.8905,2.5784,.0714
11.51,7.7377,6.8896,2.5359,.0552
11.515,7.7313,6.887,2.544,.0402
11.52,7.7277,6.8866,2.6218,.0335
11.525,7.7212,6.8857,2.6948,.0347
11.53,7.7157,6.8844,2.7214,.0332
11.535,7.7082,6.8828,2.6488,.0298
11.54,7.7053,6.8798,2.6381,.0319
11.545,7.6936,6.8772,2.8135,.0512
11.55,7.6878,6.8789,2.8382,.0609
11.555,7.6871,6.8763,2.7448,.0604
11.56,7.6784,6.8733,2.7107,.0713
11.565,7.6816,6.8688,2.7331,.0847
11.57,7.6823,6.8675,2.7101,.0852
11.575,7.646,6.8623,2.6572,.0908
11.58,7.656,6.8604,2.6724,.093
11.585,7.6576,6.8568,2.4872,.0722
11.59,7.643,6.8526,2.4276,.0489
11.595,7.7309,6.8526,2.5187,.0467
11.6,7.6447,6.8506,2.6131,.0343
11.605,7.6297,6.8506,2.7049,.0285
11.61,7.6203,6.851,2.6611,.0284
11.615,7.6359,6.8484,2.6828,.0275
11.62,7.6336,6.8464,2.6329,.018
11.625,7.6391,6.8461,2.7243,.0272
11.63,7.6362,6.8455,2.8054,.042
11.635,7.6343,6.8464,2.7717,.0394
11.64,7.6197,6.8425,2.713,.0431
11.645,7.6155,6.8399,2.7328,.0575
11.65,7.6265,6.838,2.7616,.0625
11.655,7.6119,6.8364,2.7276,.0633
11.66,7.6245,6.8325,2.7208,.0664
11.665,7.62,6.8279,2.6319,.0578
11.67,7.6074,6.8276,2.6449,.051
11.675,7.6087,6.8273,2.5959,.0465
11.68,7.6099,6.826,2.6413,.0452
11.685,7.6035,6.8276,2.6903,.0433
11.69,7.5892,6.8224,2.6128,.0327
11.695,7.5992,6.8208,2.6267,.0335
11.7,7.5934,6.8205,2.6335,.0279
11.705,7.6015,6.8198,2.7324,.03
11.71,7.6022,6.8159,2.7208,.0339
11.715,7.5924,6.8163,2.6679,.0358
11.72,7.5924,6.8163,2.676,.0442
11.725,7.5859,6.8137,2.6935,.0522
11.73,7.5765,6.812,2.6984,.0528
11.735,7.5785,6.8098,2.6848,.051
11.74,7.5655,6.8082,2.6789,.0479
11.745,7.5587,6.8062,2.5943,.0394
11.75,7.5503,6.8046,2.6484,.0345
11.755,7.5503,6.8007,2.6118,.0285
11.76,7.5399,6.8023,2.6312,.0237
11.765,7.5363,6.801,2.6773,.0293
11.77,7.5399,6.8,2.7117,.0285
11.775,7.5396,6.7991,2.6465,.0173
11.78,7.5431,6.7949,2.6257,.0148
11.785,7.5516,6.803,2.6887,.0151
11.79,7.5551,6.7984,2.7405,.0167
11.795,7.56,6.7971,2.6848,.0136
11.8,7.5629,6.7965,2.6617,.0195
11.805,7.5522,6.7942,2.7461,.0271
11.81,7.5509,6.7949,2.7701,.028
11.815,7.5486,6.7913,2.7292,.0316
11.82,7.5441,6.7929,2.7003,.0348
11.825,7.5289,6.7936,2.7279,.0376
11.83,7.5246,6.7906,2.7243,.0418
11.835,7.5149,6.7887,2.7094,.0471
11.84,7.511,6.7877,2.6841,.0518
11.845,7.5133,6.7851,2.5515,.0436
11.85,7.5113,6.7877,2.5515,.0318
11.855,7.5058,6.7816,2.6059,.0284
11.86,7.4951,6.7809,2.6105,.0195
11.865,7.5055,6.7803,2.6432,.0136
11.87,7.5078,6.7812,2.6309,.0135
11.875,7.5026,6.7825,2.6215,.0105
11.88,7.4964,6.7796,2.6475,.0091
11.885,7.4968,6.7803,2.81,.0216
11.89,7.4825,6.7786,2.8138,.0275
11.895,7.4835,6.7796,2.7272,.0261
11.9,7.4854,6.778,2.6734,.0285
11.905,7.4763,6.7793,2.6017,.0258
11.91,7.4792,6.7738,2.6072,.0258
11.915,7.4747,6.7747,2.6432,.024
11.92,7.4867,6.7747,2.6792,.0212
11.925,7.488,6.7718,2.723,.022
11.93,7.488,6.7731,2.6818,.0164
11.935,7.4698,6.7738,2.6488,.0128
11.94,7.4669,6.7722,2.6747,.011
11.945,7.4708,6.7715,2.7003,.0081
11.95,7.4883,6.7715,2.6767,.0091
11.955,7.4753,6.7715,2.6776,.0135
11.96,7.4698,6.7702,2.6961,.0173
11.965,7.4909,6.7689,2.6611,.0146
11.97,7.4812,6.7657,2.6595,.0118
11.975,7.4799,6.7692,2.6773,.0109
11.98,7.4825,6.7679,2.6987,.0097
11.985,7.4925,6.7683,2.7201,.0144
11.99,7.4831,6.7679,2.7308,.0159
11.995,7.489,6.7666,2.7091,.0235
12,7.4847,6.7657,2.7185,.0327
12.005,7.4024,6.7267,2.6951,.0042
12.01,7.3994,6.7225,2.6744,.0041
12.015,7.4037,6.7228,2.6961,.0036
12.02,7.4072,6.7232,2.69,.006
12.025,7.3978,6.7199,2.6565,.0034
12.03,7.3923,6.7232,2.6854,.0028
12.035,7.3946,6.7222,2.6981,.0049
12.04,7.3907,6.7232,2.6887,.0078
12.045,7.391,6.7222,2.7152,.0136
12.05,7.3878,6.7245,2.7169,.0128
12.055,7.3855,6.7225,2.7409,.0173
12.06,7.3858,6.7254,2.8833,.0489
12.065,7.3732,6.718,2.9903,.0889
12.07,7.3725,6.7121,3.0571,.11
12.075,7.3547,6.7102,2.9491,.1234
12.08,7.3414,6.7044,2.8391,.1459
12.085,7.332,6.6988,2.904,.1747
12.09,7.3174,6.6911,2.94,.199
12.095,7.307,6.6859,2.891,.2236
12.1,7.2892,6.6739,2.9001,.2502
12.105,7.2934,6.6654,2.9322,.2754
12.11,7.2749,6.6544,2.8888,.2901
12.115,7.2451,6.6434,2.8927,.3123
12.12,7.2288,6.6324,2.8622,.3319
12.125,7.1854,6.6184,2.8683,.346
12.13,7.151,6.6032,2.821,.3654
12.135,7.1192,6.5886,2.8057,.386
12.14,7.1104,6.5727,2.8239,.4041
12.145,7.0624,6.56,2.8174,.4091
12.15,7.0255,6.5402,2.8145,.4147
12.155,6.9895,6.5218,2.8207,.4169
12.16,6.9382,6.5052,2.7931,.4295
12.165,6.9347,6.487,2.8113,.4501
12.17,6.8905,6.4699,2.8249,.4661
12.175,6.8419,6.452,2.8346,.4864
12.18,6.8046,6.4309,2.8242,.5035
12.185,6.7829,6.4128,2.8018,.512
12.19,6.7374,6.393,2.8554,.5367
12.195,6.7047,6.37,2.8119,.5453
12.2,6.6564,6.3486,2.8048,.5524
12.205,6.6217,6.3268,2.8216,.5728
12.21,6.5691,6.3048,2.808,.5816
12.215,6.5023,6.2791,2.8275,.574
