Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
3.09,7.4812,6.7605,2.6072,-.0929
3.095,7.4916,6.7624,2.7986,-.0678
3.1,7.5023,6.767,2.8252,-.063
3.105,7.5039,6.765,2.8145,-.0447
3.11,7.5149,6.7709,2.7159,-.0356
3.115,7.5123,6.7722,2.615,-.0424
3.12,7.5032,6.7747,2.6027,-.0492
3.125,7.5088,6.7747,2.6517,-.0529
3.13,7.5126,6.7793,2.5904,-.0783
3.135,7.511,6.7829,2.5667,-.0897
3.14,7.5159,6.7806,2.6079,-.0879
3.145,7.5331,6.7919,2.7003,-.0806
3.15,7.5347,6.8013,2.8657,-.0584
3.155,7.5208,6.7965,2.9089,-.0345
3.16,7.5363,6.7958,2.8758,-.0341
3.165,7.5665,6.7997,2.7817,-.032
3.17,7.547,6.802,2.7097,-.0327
3.175,7.5451,6.8013,2.749,-.0277
3.18,7.5253,6.802,2.7976,-.0131
3.185,7.5477,6.803,2.7895,.0015
3.19,7.5707,6.8043,2.7298,.011
3.195,7.486,6.8036,2.6312,.0089
3.2,7.5519,6.8036,2.5982,.0005
3.205,7.5519,6.8033,2.6724,-.004
3.21,7.5467,6.8026,2.6919,-.0124
3.215,7.5525,6.8013,2.6582,-.012
3.22,7.5454,6.8049,2.6912,-.0047
3.225,7.5473,6.8062,2.7055,.0047
3.23,7.6249,6.8046,2.7801,.0193
3.235,7.6229,6.8046,2.7876,.0266
3.24,7.631,6.8052,2.6925,.0193
3.245,7.6382,6.8056,2.5742,.0026
3.25,7.5396,6.8052,2.5644,-.0058
3.255,7.5409,6.8046,2.665,-.0009
3.26,7.5441,6.8049,2.7655,.0073
3.265,7.5499,6.8052,2.7078,.0101
3.27,7.5373,6.8052,2.6977,.0135
3.275,7.5522,6.8039,2.6912,.0105
3.28,7.5568,6.8182,2.6702,.0107
3.285,7.5506,6.8043,2.7185,.0073
3.29,7.5723,6.8059,2.7146,.0068
3.295,7.573,6.8039,2.7143,.0094
3.3,7.5714,6.803,2.7071,.0102
3.305,7.5714,6.8033,2.7062,.0173
3.31,7.561,6.8023,2.6676,.0188
3.315,7.5587,6.8017,2.6299,.0149
3.32,7.5684,6.8026,2.6562,.0161
3.325,7.5606,6.7949,2.7062,.011
3.33,7.547,6.8007,2.7045,.006
3.335,7.547,6.7991,2.6916,.0028
3.34,7.5444,6.8004,2.6867,.0076
3.345,7.5448,6.803,2.6643,.0141
3.35,7.5379,6.8,2.7185,.0227
3.355,7.5383,6.8,2.7467,.0287
3.36,7.5344,6.7981,2.724,.0251
3.365,7.537,6.8,2.6585,.0209
3.37,7.5532,6.8033,2.64,.0191
3.375,7.5519,6.7958,2.6462,.0216
3.38,7.5464,6.7926,2.6634,.0229
3.385,7.5522,6.7939,2.6925,.0267
3.39,7.559,6.7949,2.5891,.0177
3.395,7.6106,6.7932,2.5352,.0042
3.4,7.5587,6.7936,2.6115,.0025
3.405,7.5412,6.7926,2.7075,.0039
3.41,7.5376,6.7936,2.82,.0144
3.415,7.5425,6.7913,2.8083,.0186
3.42,7.5389,6.7923,2.725,.018
3.425,7.5298,6.7923,2.6374,.0146
3.43,7.525,6.79,2.6021,.0165
3.435,7.5062,6.789,2.653,.0199
3.44,7.501,6.7893,2.724,.0217
3.445,7.5032,6.7887,2.6893,.0157
3.45,7.5165,6.7877,2.6964,.0114
3.455,7.5088,6.788,2.6585,.0115
3.46,7.5143,6.7877,2.6854,.0104
3.465,7.5224,6.7871,2.6575,.0093
3.47,7.5201,6.7867,2.7402,.0152
3.475,7.5084,6.7861,2.7581,.0272
3.48,7.5198,6.7803,2.7645,.0259
3.485,7.5191,6.7832,2.6964,.0288
3.49,7.5094,6.7835,2.5745,.0183
3.495,7.5042,6.7803,2.5307,.0093
3.5,7.5068,6.7835,2.6306,.0136
3.505,7.5019,6.7819,2.6864,.0162
3.51,7.5149,6.7809,2.7941,.0246
3.515,7.5075,6.7809,2.7639,.0295
3.52,7.4977,6.7786,2.7058,.0186
3.525,7.4903,6.7897,2.6381,.0214
3.53,7.4906,6.778,2.5865,.0156
3.535,7.4906,6.7796,2.6264,.0122
3.54,7.4812,6.7777,2.6202,.011
3.545,7.4851,6.7744,2.6374,.0094
3.55,7.4831,6.777,2.761,.0188
3.555,7.4789,6.7764,2.7253,.0196
3.56,7.4835,6.7734,2.7208,.0125
3.565,7.4822,6.7767,2.6591,.011
3.57,7.4851,6.767,2.6572,.0044
3.575,7.4779,6.7757,2.6355,.0047
3.58,7.4734,6.7751,2.6715,.0065
3.585,7.4757,6.7744,2.6964,.0117
3.59,7.4851,6.7773,2.7412,.0207
3.595,7.4724,6.7744,2.7253,.019
3.6,7.4659,6.7728,2.6747,.0186
3.605,7.4666,6.7738,2.7282,.0201
3.61,7.4698,6.7715,2.6945,.0159
3.615,7.4818,6.7699,2.6663,.0128
3.62,7.4757,6.7712,2.6338,.0149
3.625,7.4776,6.7663,2.7279,.025
3.63,7.4702,6.7702,2.689,.0282
3.635,7.4669,6.767,2.6325,.0183
3.64,7.462,6.7683,2.628,.0169
3.645,7.4672,6.7676,2.6971,.0133
3.65,7.4569,6.7673,2.665,.007
3.655,7.4575,6.7686,2.6637,.0052
3.66,7.4666,6.767,2.6394,.0083
3.665,7.4565,6.7673,2.6815,.0125
3.67,7.4575,6.7686,2.6429,.0131
3.675,7.4624,6.7653,2.6737,.0088
3.68,7.4539,6.7702,2.6614,.0096
3.685,7.4582,6.7653,2.6909,.0052
3.69,7.4666,6.764,2.7123,.0101
3.695,7.4594,6.765,2.7642,.0172
3.7,7.4585,6.7624,2.7003,.0175
3.705,7.4565,6.7634,2.6935,.0201
3.71,7.4494,6.7624,2.6186,.0207
3.715,7.4497,6.7621,2.6484,.0204
3.72,7.4598,6.7621,2.651,.0167
3.725,7.4611,6.7572,2.711,.0128
3.73,7.4676,6.7611,2.6721,.0097
3.735,7.4731,6.7595,2.6627,.0046
3.74,7.4562,6.7605,2.6445,.0033
3.745,7.4484,6.7627,2.675,.0055
3.75,7.4695,6.7601,2.6994,.0096
3.755,7.476,6.7595,2.7441,.0133
3.76,7.4607,6.7601,2.7214,.0154
3.765,7.475,6.7585,2.7133,.0115
3.77,7.476,6.764,2.6478,.0149
3.775,7.463,6.7585,2.6835,.0154
3.78,7.4669,6.7559,2.6546,.0144
3.785,7.4607,6.7576,2.6835,.0199
3.79,7.4543,6.7543,2.6861,.0216
3.795,7.4513,6.7559,2.7266,.0225
3.8,7.4504,6.7563,2.6737,.0195
3.805,7.4627,6.7543,2.6663,.0141
3.81,7.5172,6.754,2.5401,.0029
3.815,7.5201,6.7472,2.5586,-.0039
3.82,7.45,6.754,2.6676,.0034
3.825,7.4358,6.7543,2.7305,.0081
3.83,7.4552,6.754,2.7804,.0146
3.835,7.462,6.753,2.7373,.0117
3.84,7.4556,6.753,2.663,.0078
3.845,7.4559,6.7527,2.6815,.0036
3.85,7.451,6.7527,2.6582,.0067
3.855,7.4487,6.7543,2.7152,.0127
3.86,7.4539,6.752,2.6796,.0157
3.865,7.451,6.7527,2.7078,.0198
3.87,7.44,6.7481,2.6066,.0138
3.875,7.4462,6.7533,2.6128,.0036
3.88,7.44,6.754,2.6218,.002
3.885,7.4312,6.7511,2.7185,.0026
3.89,7.4342,6.752,2.774,.0054
3.895,7.4546,6.7511,2.7444,.0094
3.9,7.4458,6.7504,2.7114,.011
3.905,7.4455,6.7504,2.6423,.0105
3.91,7.4572,6.7501,2.664,.0107
3.915,7.4569,6.7501,2.6903,.0135
3.92,7.4543,6.7501,2.701,.013
3.925,7.4585,6.7443,2.6637,.0083
3.93,7.4565,6.7501,2.64,.0033
3.935,7.4546,6.7491,2.6056,.0013
3.94,7.4406,6.7491,2.6562,.0026
3.945,7.4517,6.7511,2.675,.0047
3.95,7.4423,6.7491,2.7324,.0065
3.955,7.4452,6.7494,2.6938,.005
3.96,7.4413,6.7491,2.6812,.0034
3.965,7.4351,6.7485,2.688,-.0011
3.97,7.4329,6.7621,2.6471,.0037
3.975,7.4299,6.7491,2.6864,.0076
3.98,7.4361,6.7481,2.6724,.0068
3.985,7.4361,6.7494,2.6783,.0078
3.99,7.4416,6.7469,2.6591,.0059
3.995,7.4491,6.7485,2.6997,.0076
4,7.4549,6.7494,2.7101,.0093
4.005,7.4319,6.7358,2.6825,.0041
4.01,7.4403,6.7332,2.675,.0041
4.015,7.4397,6.7358,2.7075,.0036
4.02,7.4335,6.7352,2.6663,.0042
4.025,7.4393,6.7352,2.6718,.0052
4.03,7.4319,6.7365,2.6867,
4.035,7.4299,6.7342,2.6523,.0039
4.04,7.4277,6.7358,2.6864,.0046
4.045,7.4202,6.7332,2.6955,.0062
4.05,7.4205,6.7349,2.6841,.0071
4.055,7.4134,6.7349,2.712,.0102
4.06,7.4063,6.7345,2.6809,.0162
4.065,7.4124,6.7336,2.7344,.0209
4.07,7.4059,6.7332,2.7714,.0274
4.075,7.4153,6.7323,2.759,.0326
4.08,7.4186,6.7306,2.7444,.0377
4.085,7.4153,6.729,2.7078,.0418
4.09,7.4186,6.7274,2.7597,.0541
4.095,7.4183,6.7248,2.772,.0622
4.1,7.4098,6.7251,2.7847,.0779
4.105,7.4069,6.7193,2.7976,.0918
4.11,7.3988,6.7151,2.7561,.0881
4.115,7.3926,6.7125,2.7363,.0902
4.12,7.3716,6.7115,2.6961,.0818
4.125,7.3547,6.707,2.5803,.0703
4.13,7.3453,6.7031,2.5806,.0761
4.135,7.333,6.7008,2.6283,.0802
4.14,7.33,6.6963,2.7282,.0862
4.145,7.318,6.704,2.8499,.0994
4.15,7.3038,6.6901,2.8644,.1006
4.155,7.3005,6.6888,2.7363,.0985
4.16,7.3012,6.6833,2.7227,.1161
4.165,7.2892,6.6771,2.8158,.1326
4.17,7.2892,6.6739,2.795,.143
4.175,7.2934,6.6677,2.6987,.1475
4.18,7.2911,6.6622,2.7639,.1567
4.185,7.2729,6.6603,2.7629,.1695
4.19,7.2707,6.6521,2.6893,.1661
4.195,7.2532,6.6437,2.7856,.1804
4.2,7.2334,6.6372,2.7934,.1818
4.205,7.2223,6.6304,2.6754,.1758
4.21,7.1925,6.6204,2.5907,.177
4.215,7.162,6.6165,2.6588,.1848
4.22,7.151,6.6103,2.6854,.1783
4.225,7.1448,6.6035,2.6471,.1661
4.23,7.1173,6.5977,2.6951,.1741
4.235,7.1082,6.5899,2.6896,.1723
4.24,7.0949,6.5827,2.6851,.1809
4.245,7.0907,6.5746,2.8044,.2022
4.25,7.0839,6.5707,2.8022,.2081
4.255,7.068,6.5542,2.7733,.2157
4.26,7.0618,6.549,2.7561,.2233
4.265,7.0336,6.5402,2.8203,.2338
4.27,7.0297,6.5308,2.8304,.239
4.275,7.0021,6.5221,2.7749,.2443
4.28,6.9801,6.5104,2.7392,.2573
4.285,6.9729,6.5,2.7814,.2659
4.29,6.9505,6.49,2.6828,.2595
4.295,6.9243,6.4796,2.6831,.2647
4.3,6.9087,6.4624,2.735,.2576
4.305,6.8785,6.4605,2.5939,.2354
4.31,6.8386,6.452,2.5142,.2413
4.315,6.8195,6.4413,2.5991,.2479
4.32,6.7994,6.4335,2.7123,.2576
4.325,6.776,6.4212,2.7873,.2723
4.33,6.7725,6.4089,2.8197,.2659
4.335,6.7452,6.3995,2.832,.2796
4.34,6.7345,6.3888,2.8061,.2947
4.345,6.7008,6.3764,2.8168,.3015
4.35,6.682,6.3644,2.7804,.3178
4.355,6.6648,6.3521,2.7555,.3305
4.36,6.6431,6.3388,2.7778,.3369
4.365,6.62,6.3294,2.8307,.3551
4.37,6.5941,6.3109,2.7723,.3567
4.375,6.55,6.2967,2.7626,.3526
4.38,6.5166,6.283,2.6501,.334
4.385,6.4893,6.2684,2.6053,.3335
4.39,6.4543,6.2542,2.569,.3343
4.395,6.4303,6.2415,2.6692,.335
4.4,6.4102,6.2285,2.6179,.3143
4.405,6.3742,6.2149,2.4924,.3008
4.41,6.3369,6.199,2.6076,.3169
4.415,6.3142,6.1899,2.7568,.3277
4.42,6.2934,6.1783,2.8323,.3439
4.425,6.2707,6.1633,2.9598,.3761
4.43,6.2519,6.1462,2.9011,.3771
4.435,6.2263,6.1332,2.7402,.3797
4.44,6.1916,6.1163,2.7778,.4122
4.445,6.1659,6.1014,2.845,.4273
4.45,6.1364,6.08,2.7869,.4396
4.455,6.0982,6.0719,2.7931,.4559
4.46,6.0651,6.0463,2.7704,.4551
4.465,6.0313,6.0268,2.7052,.4441
4.47,5.9814,6.0099,2.6831,.4483
4.475,5.9519,5.9947,2.7357,.4418
4.48,5.9071,5.9765,2.615,.4276
4.485,5.8672,5.961,2.4584,.4104
4.49,5.839,5.9434,2.5742,.4206
4.495,5.8056,5.9243,2.6384,.4305
4.5,5.7745,5.9091,2.6608,.4184
4.505,5.7362,5.8915,2.7908,.4294
4.51,5.7106,5.876,2.7542,.4242
4.515,5.6749,5.8562,2.6387,.4211
4.52,5.6418,5.8338,2.7561,.4391
4.525,5.6146,5.8189,2.8849,.4674
4.53,5.5834,5.802,2.8398,.4694
4.535,5.5471,5.7816,2.8278,.4584
4.54,5.5088,5.7602,2.8061,.4705
4.545,5.4699,5.743,2.7422,.4812
4.55,5.4199,5.7232,2.7376,.4972
4.555,5.3927,5.7028,2.7898,.5188
4.56,5.3444,5.6833,2.7555,.515
4.565,5.2892,5.6554,2.6364,.5064
4.57,5.2441,5.6405,2.6131,.5183
4.575,5.201,5.6194,2.6916,.5298
4.58,5.1618,5.597,2.7847,.5327
4.585,5.1144,5.574,2.7324,.5256
4.59,5.0771,5.5555,2.6802,.5215
4.595,5.0456,5.5341,2.6478,.5251
4.6,4.9999,5.5137,2.6575,.5215
4.605,4.9685,5.4945,2.7665,.5307
4.61,4.9237,5.4705,2.8028,.5396
4.615,4.8809,5.4498,2.759,.5492
4.62,4.8433,5.4268,2.7791,.5584
4.625,4.8021,5.4031,2.8025,.5702
4.63,4.7589,5.3749,2.8122,.5817
4.635,4.7122,5.3554,2.7415,.5858
4.64,4.6607,5.3291,2.7548,.5937
4.645,4.635,5.3074,2.759,.6
4.65,4.5747,5.2831,2.6572,.5806
4.655,4.5089,5.2574,2.6582,.5676
4.66,4.4667,5.2338,2.5956,.5587
4.665,4.42,5.2107,2.447,.5348
4.67,4.3632,5.189,2.4263,.5298
4.675,4.3217,5.1631,2.4996,.523
4.68,4.2974,5.1488,2.5375,.4941
4.685,4.2698,5.1287,2.4311,.4731
4.69,4.216,5.1105,2.508,.4729
4.695,4.1595,5.0911,2.5787,.4763
4.7,4.1355,5.0703,2.7191,.4935
4.705,4.1099,5.0518,2.9663,.5192
4.71,4.0587,5.0311,2.903,.5024
4.715,4.0191,5.01,2.6647,.488
4.72,3.9831,4.9976,2.5391,.4911
4.725,3.963,4.9707,2.5949,.489
4.73,3.9361,4.95,2.6653,.4993
4.735,3.8783,4.9305,2.6517,.5006
4.74,3.844,4.9114,2.6439,.4797
4.745,3.8135,4.8913,2.5745,.465
4.75,3.794,4.8728,2.4856,.4508
4.755,3.7525,4.8559,2.4999,.4221
4.76,3.699,4.8387,2.5975,.4103
4.765,3.6633,4.8228,2.4542,.3904
4.77,3.6367,4.8076,2.4662,.3688
4.775,3.603,4.7923,2.5161,.3831
4.78,3.5679,4.7764,2.7159,.3991
4.785,3.5293,4.7547,2.9922,.3986
4.79,3.5005,4.7434,2.8923,.3943
4.795,3.4813,4.7281,2.6708,.3777
4.8,3.4684,4.7106,2.5742,.3802
4.805,3.4239,4.6957,2.617,.4025
4.81,3.3789,4.6788,2.6919,.4088
4.815,3.3545,4.6616,2.759,.4103
4.82,3.3328,4.6457,2.7185,.4077
4.825,3.3065,4.6295,2.4872,.3781
4.83,3.2838,4.6185,2.4418,.3669
4.835,3.243,4.5987,2.5073,.3525
4.84,3.2138,4.5857,2.6303,.3507
4.845,3.1826,4.5708,2.6627,.3421
4.85,3.1628,4.5598,2.6552,.3387
4.855,3.1216,4.5445,2.6364,.3449
4.86,3.0957,4.5306,2.6867,.3525
4.865,3.0526,4.5166,2.7175,.3583
4.87,3.0305,4.5037,2.7668,.3428
4.875,3.0042,4.4894,2.7084,.3285
4.88,2.9867,4.4758,2.6196,.3246
4.885,2.9705,4.4635,2.5638,.3209
4.89,2.9436,4.4495,2.5764,.3219
4.895,2.9244,4.4391,2.6257,.329
4.9,2.8972,4.4255,2.6371,.3165
4.905,2.8716,4.4132,2.5855,.291
4.91,2.855,4.4018,2.5586,.2799
4.915,2.845,4.3901,2.5612,.2702
4.92,2.8161,4.3798,2.6124,.2621
4.925,2.8064,4.3694,2.6831,.2685
4.93,2.7856,4.358,2.6844,.2717
4.935,2.7467,4.3464,2.6776,.2673
4.94,2.7175,4.3334,2.6381,.2662
4.945,2.699,4.325,2.6715,.2649
4.95,2.6663,4.3165,2.7211,.26
4.955,2.651,4.3045,2.6711,.2589
4.96,2.6296,4.2899,2.6471,.2584
4.965,2.6199,4.2812,2.6971,.2689
4.97,2.6037,4.2698,2.6903,.2714
4.975,2.5842,4.2601,2.6452,.2421
4.98,2.5667,4.2507,2.5362,.2243
4.985,2.5388,4.2322,2.471,.2077
4.99,2.5317,4.2328,2.5022,.1922
4.995,2.5135,4.2247,2.5112,.1864
5,2.5044,4.217,2.5952,.1776
5.005,2.4989,4.2121,2.653,.1694
5.01,2.4921,4.2053,2.6575,.1679
5.015,2.4684,4.1978,2.6011,.1682
5.02,2.4532,4.1939,2.6225,.1763
5.025,2.436,4.1832,2.8262,.1945
5.03,2.4094,4.1748,2.8693,.2019
5.035,2.3919,4.1677,2.6828,.1826
5.04,2.3727,4.1599,2.5978,.1762
5.045,2.3611,4.1527,2.5203,.1776
5.05,2.3487,4.1498,2.5693,.1762
5.055,2.34,4.1378,2.6004,.1707
5.06,2.3332,4.1329,2.6364,.1674
5.065,2.3215,4.1258,2.6199,.1537
5.07,2.3157,4.1196,2.5868,.1407
5.075,2.302,4.1145,2.5871,.127
5.08,2.2907,4.1089,2.5939,.1155
5.085,2.29,4.1073,2.5437,.1035
5.09,2.2861,4.0999,2.544,.1004
5.095,2.2793,4.1073,2.6335,.1108
5.1,2.2738,4.0921,2.7467,.1226
5.105,2.2615,4.0882,2.8181,.1248
5.11,2.2498,4.0833,2.7694,.1185
5.115,2.2343,4.0772,2.6682,.1061
5.12,2.2174,4.0742,2.6163,.1041
5.125,2.2005,4.0694,2.5398,.102
5.13,2.1973,4.0658,2.5644,.1028
5.135,2.1882,4.0616,2.6909,.12
5.14,2.1866,4.0476,2.7493,.1142
5.145,2.1775,4.0535,2.6634,.0962
5.15,2.1765,4.0512,2.5794,.0795
5.155,2.1811,4.0483,2.6076,.0701
5.16,2.1597,4.0421,2.5738,.0609
5.165,2.1635,4.0434,2.5541,.0499
5.17,2.1616,4.0421,2.5586,.0429
5.175,2.1597,4.0399,2.5748,.0426
5.18,2.1626,4.0399,2.6059,.0386
5.185,2.1658,4.0369,2.6108,.0309
5.19,2.1665,4.036,2.6851,.0237
5.195,2.16,4.035,2.7266,.0139
5.2,2.1564,4.0347,2.6676,.0097
5.205,2.1502,4.0321,2.6559,.0115
5.21,2.1363,4.0347,2.6598,.0188
5.215,2.1324,4.0298,2.7217,.0368
5.22,2.1318,4.0311,2.774,.0457
5.225,2.1262,4.0314,2.7937,.0525
5.23,2.1292,4.0279,2.7918,.0517
5.235,2.1298,4.0266,2.6974,.0212
5.24,2.1275,4.0266,2.5842,.0026
5.245,2.1327,4.0259,2.4263,-.0155
5.25,2.1357,4.0162,2.4152,-.0097
5.255,2.1399,4.0266,2.5505,.0094
5.26,2.1366,4.0256,2.6825,.0131
5.265,2.1418,4.0259,2.8106,.0078
5.27,2.1444,4.0279,2.8576,.0054
5.275,2.1486,4.0266,2.8135,.0005
5.28,2.1473,4.0249,2.7133,-.0014
5.285,2.1486,4.0266,2.5673,.0003
5.29,2.1331,4.0249,2.5138,.0021
5.295,2.1331,4.034,2.6212,.0196
5.3,2.1191,4.0246,2.6916,.0277
5.305,2.1165,4.0259,2.7791,.0263
5.31,2.1129,4.0243,2.7616,.0141
5.315,2.112,4.0266,2.7279,-.0022
5.32,2.1126,4.0236,2.6929,-.0039
5.325,2.1211,4.0243,2.5836,-.0018
5.33,2.1292,4.0243,2.5206,.0015
5.335,2.1311,4.0214,2.5745,.0057
5.34,2.1318,4.0233,2.677,.0063
5.345,2.1292,4.0214,2.7908,.0049
5.35,2.1337,4.0233,2.8138,.0029
5.355,2.1415,4.0243,2.7804,.0037
5.36,2.1464,4.0194,2.7075,.0018
5.365,2.1431,4.024,2.629,.0026
5.37,2.1389,4.0249,2.6085,.0052
5.375,2.147,4.0233,2.6102,.005
5.38,2.1353,4.0249,2.6481,.0052
5.385,2.1194,4.0236,2.7169,.0036
5.39,2.1201,4.023,2.759,.0026
5.395,2.1142,4.0236,2.7435,.0025
5.4,2.1152,4.0217,2.7003,-.0035
5.405,2.1198,4.0305,2.6679,.0029
5.41,2.1204,4.0249,2.6264,.0052
5.415,2.1298,4.0217,2.6325,.0033
5.42,2.1288,4.024,2.6514,.0041
5.425,2.1321,4.0253,2.6815,.0026
5.43,2.125,4.0233,2.6942,.001
5.435,2.1298,4.024,2.7075,.0012
5.44,2.1366,4.0233,2.7065,.0028
5.445,2.1395,4.0227,2.6779,.0055
5.45,2.1373,4.0305,2.6614,.0031
5.455,2.147,4.0233,2.6565,.0026
5.46,2.1451,4.0266,2.6663,.0036
5.465,2.1395,4.024,2.6783,.0044
5.47,2.1285,4.0198,2.6942,.0023
5.475,2.1246,4.0233,2.7058,.0028
5.48,2.1123,4.024,2.689,.0026
5.485,2.1165,4.0233,2.6848,.0016
5.49,2.1178,4.0253,2.6565,.0028
5.495,2.1162,4.0233,2.6695,.0034
5.5,2.1272,4.0233,2.6724,.0031
5.505,2.125,4.0262,2.7036,.0037
5.51,2.1259,4.0233,2.7045,.0036
5.515,2.1337,4.0236,2.6818,-.0001
5.52,2.1366,4.0236,2.6942,-.0001
5.525,2.1441,4.0233,2.6757,.002
5.53,2.1347,4.023,2.6591,.0029
5.535,2.1473,4.0256,2.688,.0031
5.54,2.1528,4.0246,2.6533,.0031
5.545,2.1493,4.024,2.6773,.0025
5.55,2.1438,4.0236,2.6903,.0023
5.555,2.1444,4.023,2.6883,-.0042
5.56,2.1279,4.0373,2.7065,.0016
5.565,2.1211,4.0236,2.6763,.0015
5.57,2.1214,4.0236,2.6741,.0021
5.575,2.1181,4.0236,2.6552,.0052
5.58,2.1194,4.024,2.6705,.0029
5.585,2.1259,4.0233,2.6984,.0026
5.59,2.1279,4.0246,2.6731,.0025
5.595,2.1295,4.023,2.7065,.0021
5.6,2.136,4.023,2.6932,.0029
5.605,2.1395,4.0305,2.6854,.0026
5.61,2.1344,4.0236,2.6695,.0016
5.615,2.1447,4.0243,2.6471,.0029
5.62,2.1522,4.0243,2.6763,.0023
5.625,2.1496,4.0204,2.6773,.0013
5.63,2.1509,4.024,2.6682,-.0003
5.635,2.146,4.0236,2.6964,.0005
5.64,2.1532,4.0236,2.6851,.001
5.645,2.1418,4.0249,2.6848,.0016
5.65,2.134,4.0243,2.6994,.0025
5.655,2.1237,4.0236,2.6679,.0036
5.66,2.1253,4.0253,2.6702,.0025
5.665,2.1256,4.0253,2.7026,.0047
5.67,2.1279,4.0198,2.6818,.0015
5.675,2.1246,4.0243,2.6802,.0012
5.68,2.1428,4.024,2.7055,.0018
5.685,2.1509,4.024,2.6789,.001
5.69,2.1506,4.024,2.6679,.0026
5.695,2.1538,4.0243,2.687,.002
5.7,2.1564,4.024,2.6656,.0026
5.705,2.149,4.0243,2.6724,.0033
5.71,2.1441,4.0249,2.7003,-.0001
5.715,2.1347,4.0249,2.6721,.0018
5.72,2.1188,4.0243,2.6669,-.0005
5.725,2.1152,4.0233,2.6728,-.0003
5.73,2.1146,4.0243,2.6877,-.0011
5.735,2.1259,4.0217,2.7029,.0012
5.74,2.1262,4.0249,2.6945,-.0001
5.745,2.1172,4.0246,2.6744,-.0009
5.75,2.1243,4.0249,2.6851,-.0035
5.755,2.1175,4.0253,2.6864,-.0031
5.76,2.1259,4.0253,2.6546,-.004
5.765,2.1282,4.0256,2.6779,-.0029
5.77,2.1298,4.0262,2.689,.0003
5.775,2.1337,4.0259,2.7152,.0089
5.78,2.1334,4.022,2.69,.0046
5.785,2.1324,4.0262,2.7133,.0033
5.79,2.1418,4.0266,2.7169,.0036
5.795,2.1522,4.0262,2.6906,-.0006
5.8,2.1506,4.021,2.6796,.0002
5.805,2.1538,4.0259,2.6559,-.0003
5.81,2.1567,4.0259,2.6371,.0015
5.815,2.1564,4.0259,2.6514,.0023
5.82,2.1441,4.0275,2.6828,.0033
5.825,2.1376,4.0201,2.7068,.0028
5.83,2.1311,4.0262,2.6835,.0023
5.835,2.1347,4.0249,2.6896,.0007
5.84,2.1318,4.0269,2.6634,.0015
5.845,2.1253,4.0253,2.6695,-.0001
5.85,2.1207,4.0266,2.6475,-.0005
5.855,2.1305,4.0269,2.6478,-.0016
5.86,2.1295,4.0272,2.653,-.0009
5.865,2.1399,4.0295,2.6802,-.0029
5.87,2.1262,4.0275,2.687,-.0039
5.875,2.1357,4.0282,2.6887,-.0045
5.88,2.135,4.0285,2.6792,-.0042
5.885,2.1405,4.0295,2.6809,-.005
5.89,2.146,4.023,2.6708,.0007
5.895,2.136,4.0288,2.7013,.0039
5.9,2.1399,4.0298,2.6744,.0042
5.905,2.1457,4.0292,2.7214,.0028
5.91,2.1574,4.0298,2.7007,.0034
5.915,2.158,4.0285,2.6887,.0005
5.92,2.1571,4.0285,2.6805,.0005
5.925,2.1554,4.0282,2.6582,-.0003
5.93,2.1421,4.0301,2.6546,.0015
5.935,2.1389,4.0292,2.6617,.0023
5.94,2.1311,4.0292,2.6763,.0036
5.945,2.1253,4.0295,2.6932,.002
5.95,2.1298,4.0298,2.6893,.0034
5.955,2.1321,4.0253,2.7049,.0025
5.96,2.1334,4.0292,2.6812,.0028
5.965,2.1392,4.0288,2.6643,.0029
5.97,2.1408,4.0298,2.6575,.0034
5.975,2.1399,4.0262,2.6773,.0025
5.98,2.1418,4.0292,2.6997,.0025
5.985,2.1454,4.0285,2.6958,.002
5.99,2.1509,4.0292,2.6776,.002
5.995,2.1327,4.0279,2.6536,.0002
6,2.1269,4.0282,2.6653,-.0008
6.005,2.1616,4.0379,2.6818,.0037
6.01,2.1765,4.0369,2.6669,.0031
6.015,2.1687,4.0373,2.6831,.0029
6.02,2.1781,4.0376,2.6948,.0023
6.025,2.173,4.0373,2.6621,.0031
6.03,2.1684,4.0363,2.6734,-.0035
6.035,2.1522,4.0314,2.7013,.0023
6.04,2.1454,4.0376,2.6994,.0018
6.045,2.136,4.0382,2.714,.0034
6.05,2.1613,4.0399,2.6945,.0016
6.055,2.1545,4.0337,2.5051,-.0181
6.06,2.1525,4.0386,2.4824,-.0322
6.065,2.1464,4.0399,2.5031,-.0445
6.07,2.1613,4.0428,2.6027,-.0526
6.075,2.1574,4.0444,2.7363,-.0544
6.08,2.161,4.0476,2.6358,-.0728
6.085,2.1752,4.0499,2.5268,-.0864
6.09,2.1814,4.0551,2.447,-.1012
6.095,2.1944,4.059,2.4045,-.1242
6.1,2.2051,4.0577,2.5125,-.1356
6.105,2.2258,4.0697,2.6105,-.1468
6.11,2.2333,4.0768,2.5787,-.1675
6.115,2.2488,4.0843,2.6799,-.165
6.12,2.2686,4.0888,2.6264,-.1756
6.125,2.28,4.0979,2.5638,-.1818
6.13,2.2959,4.1044,2.5518,-.1849
6.135,2.3098,4.1119,2.6815,-.1816
6.14,2.3199,4.119,2.8262,-.1708
6.145,2.3199,4.1261,2.8041,-.1713
6.15,2.3296,4.1342,2.6789,-.1795
6.155,2.3487,4.142,2.3967,-.1993
