Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V),Position (mm),Velocity (mm/s)
1.885,1.2236,3.541,2.6929,.2513,196.507668177065,58.4117578714995
1.89,1.1973,3.5306,2.7003,.2463,196.809137911003,60.293946787499
1.895,1.1951,3.5216,2.6851,.2362,197.07290577437,52.7535726734072
1.9,1.172,3.5118,2.7042,.2335,197.355524573022,56.5237597304531
1.905,1.1451,3.5021,2.69,.2356,197.638172417799,56.5295689555001
1.91,1.1312,3.4966,2.7561,.2404,197.798303706286,32.0262576972198
1.915,1.1166,3.483,2.8713,.2647,198.193999070524,79.139072847687
1.92,1.1036,3.4723,2.8781,.2751,198.504879749041,62.1761357034927
1.925,1.0978,3.4606,2.8735,.2783,198.844022307424,67.8285116765437
1.93,1.0624,3.4512,2.7866,.2903,199.117230161496,54.641570814448
1.935,1.053,3.4402,2.545,.2597,199.437550830719,64.0641338445505
1.94,1.0096,3.4291,2.5865,.2574,199.757842453817,64.0583246194922
1.945,.9833,3.4269,2.6293,.2623,199.823806204252,13.1927500871427
1.95,.956,3.4103,2.6046,.244,200.304258161961,96.0903915417646
1.955,.9551,3.3977,2.4863,.2314,200.671691646334,73.4866968746417
1.96,.9427,3.3938,2.4678,.2032,200.784739165795,22.6095038921812
1.965,.9122,3.3866,2.4331,.1572,200.991983269432,41.4488207273109
1.97,.9119,3.3818,2.4058,.1143,201.133292668758,28.2618798652265
1.975,.9054,3.3776,2.3325,.0627,201.255780178924,24.4975020332333
1.98,.9187,3.3759,2.3484,.0266,201.302863947949,9.41675380504421
1.985,.9148,3.3753,2.3731,.0029,201.321714883235,3.77018705704018
1.99,.9116,3.375,2.5138,-.0066,201.331125827815,1.88218891600513
1.995,.9239,3.3753,2.8187,.0157,201.321714883235,-1.88218891600513
2,.911,3.3753,2.8142,.0182,201.321714883235,0
2.005,.9058,3.3753,2.726,.0049,201.321714883235,0
2.01,.9032,3.3707,2.6851,-.0024,201.453613337981,26.3796909492271
2.015,.7582,3.3743,2.5978,-.0173,201.3499767631,-20.7273149761818
2.02,.8977,3.375,2.6604,-.0129,201.331125827815,-3.77018705704018
2.025,.9019,3.3759,2.7474,.0041,201.302863947949,-5.65237597304531
2.03,.8996,3.3756,2.6763,.0086,201.312303938655,1.88799814104641
2.035,.8957,3.3759,2.7873,.0191,201.302863947949,-1.88799814104641
2.04,.8951,3.374,2.7451,.0177,201.359416753805,11.3105611711319
2.045,.8993,3.3707,2.7185,.0034,201.453613337981,18.8393168351354
2.05,.9038,3.374,2.7756,-.0021,201.359416753805,-18.8393168351354
2.055,.8931,3.3753,2.7289,-.0063,201.321714883235,-7.54037411409172
2.06,.8986,3.3776,2.7363,-.0037,201.255780178924,-13.1869408620844
2.065,.9009,3.3756,2.7143,.0029,201.312303938655,11.3047519460906
2.07,.9045,3.375,2.6621,.0068,201.331125827815,3.7643778319989
2.075,.9009,3.3759,2.6812,.0083,201.302863947949,-5.65237597304531
2.08,.9139,3.3698,2.7094,.006,201.481875217846,35.8022539793126
2.085,.9223,3.3753,2.7827,.0034,201.321714883235,-32.0320669222724
2.09,.9168,3.3753,2.7607,-.0016,201.321714883235,0
2.095,.9145,3.375,2.7522,-.0043,201.331125827815,1.88218891600513
2.1,.9207,3.375,2.7814,-.0026,201.331125827815,0
2.105,.9051,3.3753,2.7169,.0062,201.321714883235,-1.88218891600513
2.11,.9058,3.3766,2.6838,.005,201.284042058789,-7.53456488903908
2.115,.8996,3.3756,2.676,.005,201.312303938655,5.65237597304531
2.12,.9009,3.3753,2.6854,.0052,201.321714883235,1.88218891599377
2.125,.8876,3.3753,2.7357,.0049,201.321714883235,0
2.13,.8925,3.3805,2.7574,.0016,201.170994539328,-30.144068781226
2.135,.8772,3.375,2.7801,.0015,201.331125827815,32.0262576972311
2.14,.8857,3.3763,2.7516,-.0011,201.293453003369,-7.53456488905044
2.145,.8895,3.3707,2.6799,.0031,201.453613337981,32.0320669222724
2.15,.8938,3.3756,2.6874,.0052,201.312303938655,-28.2618798652209
2.155,.8996,3.3756,2.6728,.0042,201.312303938655,0
2.16,.9032,3.3756,2.689,.0046,201.312303938655,0
2.165,.9045,3.3753,2.748,.0042,201.321714883235,1.88218891599377
2.17,.9009,3.3756,2.725,.0042,201.312303938655,-1.88218891599377
2.175,.9015,3.3756,2.7425,.0003,201.312303938655,0
2.18,.8996,3.3727,2.7357,.0013,201.39708957825,16.9571279191302
2.185,.9051,3.3756,2.7201,.0025,201.312303938655,-16.9571279191302
2.19,.9015,3.375,2.711,.005,201.331125827815,3.7643778319989
2.195,.9009,3.3763,2.6968,.0049,201.293453003369,-7.53456488905044
2.2,.9022,3.3756,2.725,.0046,201.312303938655,3.77018705705154
2.205,.9064,3.3766,2.7185,.0037,201.284042058789,-5.65237597304531
2.21,.9097,3.374,2.7613,.0016,201.359416753805,15.0749390031308
2.215,.9142,3.3779,2.7743,-.0001,201.246340188219,-22.6153131172282
2.22,.9168,3.3759,2.7503,.0002,201.302863947949,11.3047519460963
2.225,.921,3.3753,2.7561,.0029,201.321714883235,3.77018705704018
2.23,.9191,3.3759,2.6909,.0033,201.302863947949,-3.77018705704018
2.235,.9122,3.3763,2.7269,.0042,201.293453003369,-1.88218891600513
2.24,.9087,3.3795,2.7127,.0025,201.199256419194,-18.8393168351297
2.245,.9041,3.3759,2.7341,.0037,201.302863947949,20.7215057511348
2.25,.8973,3.3688,2.7441,.0028,201.510137097711,41.4546299523579
2.255,.8918,3.3759,2.7376,.0031,201.302863947949,-41.4546299523579
2.26,.8957,3.3759,2.737,-.0006,201.302863947949,0
2.265,.8886,3.3746,2.712,,201.34056581852,7.54037411408604
2.27,.8957,3.3759,2.7169,.0015,201.302863947949,-7.54037411408604
2.275,.8218,3.3759,2.6883,.0046,201.302863947949,0
2.28,.8983,3.3785,2.7227,.0037,201.227518299059,-15.0691297780895
2.285,.8892,3.3759,2.7136,.0034,201.302863947949,15.0691297780895
2.29,.9035,3.3759,2.7435,.0012,201.302863947949,0
2.295,.7627,3.3759,2.7269,.0007,201.302863947949,0
2.3,.874,3.3811,2.7483,.0007,201.152143604043,-30.1440687812317
2.305,.7501,3.3759,2.7156,.001,201.302863947949,30.1440687812317
2.31,.8626,3.3766,2.724,.0073,201.284042058789,-3.7643778319989
2.315,.8951,3.3776,2.6994,.0033,201.255780178924,-5.65237597304531
2.32,.8993,3.3766,2.7162,.0036,201.284042058789,5.65237597304531
2.325,.7666,3.3759,2.7049,.0034,201.302863947949,3.7643778319989
2.33,.9061,3.3759,2.737,.0025,201.302863947949,0
2.335,.908,3.375,2.7279,.001,201.331125827815,5.65237597304531
2.34,.908,3.3759,2.7535,-.0001,201.302863947949,-5.65237597304531
2.345,.8996,3.3779,2.7101,-.0005,201.246340188219,-11.3047519460963
2.35,.9002,3.374,2.6922,-.0011,201.359416753805,22.6153131172282
2.355,.8999,3.3769,2.7305,.0003,201.274602068084,-16.9629371441829
2.36,.9054,3.3769,2.7305,-.0009,201.274602068084,0
2.365,.9074,3.3772,2.7331,.0012,201.265191123504,-1.88218891599945
2.37,.9168,3.375,2.7525,-.0011,201.331125827815,13.1869408620958
2.375,.9139,3.3766,2.7869,-.0006,201.284042058789,-9.41675380504421
2.38,.9139,3.3785,2.7568,.0041,201.227518299059,-11.3047519460906
2.385,.9184,3.3649,2.7263,.0012,201.623184617172,79.1332636226287
2.39,.9106,3.3776,2.7285,.0033,201.255780178924,-73.4808876495833
2.395,.9242,3.3779,2.6478,-.0008,201.246340188219,-1.88799814105209
2.4,.9255,3.3792,2.7162,.0008,201.208667363774,-7.53456488904476
2.405,.9161,3.3776,2.7247,.0026,201.255780178924,9.42256303009685
2.41,.9197,3.3776,2.7308,.0055,201.255780178924,0
2.415,.9087,3.3792,2.7383,.0028,201.208667363774,-9.42256303009685
2.42,.899,3.3776,2.7337,.0028,201.255780178924,9.42256303009685
2.425,.8915,3.3772,2.7272,.002,201.265191123504,1.88218891599377
2.43,.8892,3.3772,2.7065,.0026,201.265191123504,0
2.435,.8967,3.375,2.7143,.0026,201.331125827815,13.1869408620958
2.44,.8886,3.3776,2.6883,.0036,201.255780178924,-15.0691297780895
2.445,.9126,3.3785,2.6838,-.0011,201.227518299059,-5.65237597304531
2.45,.9119,3.3756,2.7,.0005,201.312303938655,16.9571279191359
2.455,.898,3.3776,2.7172,-.0001,201.255780178924,-11.3047519460906
2.46,.896,3.3779,2.7175,-.0008,201.246340188219,-1.88799814105209
2.465,.8863,3.3789,2.7315,-.0003,201.218078308354,-5.65237597304531
2.47,.8805,3.3782,2.7344,-.0005,201.236929243639,3.77018705705154
2.475,.9074,3.3779,2.7013,-.0024,201.246340188219,1.88218891599377
2.48,.9155,3.3782,2.7036,.0008,201.236929243639,-1.88218891599377
2.485,.9113,3.3863,2.7347,-.0003,201.001423260137,-47.1011967003619
2.49,.923,3.3785,2.7234,-.0001,201.227518299059,45.2190077843625
2.495,.9246,3.3792,2.7684,.0042,201.208667363774,-3.77018705705154
2.5,.9252,3.3818,2.7023,.0039,201.133292668758,-15.0749390031365
2.505,.9051,3.3831,2.7045,.0037,201.095619844313,-7.53456488903908
2.51,.9171,3.3837,2.7013,.0008,201.076768909027,-3.77018705705154
2.515,.9304,3.3837,2.7007,-.0003,201.076768909027,0
2.52,.9187,3.3847,2.701,.0021,201.048507029162,-5.65237597304531
2.525,.9178,3.3847,2.7247,.0018,201.048507029162,0
2.53,.8947,3.3847,2.7195,.0013,201.048507029162,0
2.535,.896,3.3883,2.6874,-.0024,200.944870454281,-20.7273149761818
2.54,.9152,3.3798,2.7152,-.006,201.189816428488,48.9891948414083
2.545,.9236,3.3857,2.5631,-.0254,201.020245149297,-33.9142558382662
2.55,.9223,3.3863,2.5764,-.0419,201.001423260137,-3.7643778319989
2.555,.92,3.4022,2.5482,-.0539,200.539793191588,-92.3260137097714
2.56,.932,3.3918,2.5313,-.0668,200.841262925526,60.2939467874933
2.565,.9505,3.3954,2.4804,-.0942,200.737626350645,-20.7273149761818
2.57,.9544,3.4016,2.473,-.1243,200.558615080748,-35.8022539793183
2.575,.9703,3.409,2.448,-.1554,200.341960032532,-43.3310096433104
2.58,.9878,3.4119,2.4363,-.1881,200.257174392936,-16.9571279191359
2.585,1.004,3.4181,2.4769,-.2185,200.078163123039,-35.8022539793183
2.59,1.0076,3.4385,2.4438,-.2461,199.48466364587,-118.699895433952
2.595,1.0397,3.4392,2.5005,-.2676,199.465812710584,-3.77018705704586
2.6,1.0663,3.4509,2.4791,-.2937,199.126670152202,-67.8285116765437
2.605,1.0825,3.4625,2.7467,-.2927,198.787498547694,-67.8343209015907
2.61,1.1124,3.4745,2.7882,-.2818,198.438945044731,-69.7107005925375
2.615,1.1266,3.4865,2.8009,-.2924,198.090362495643,-69.7165098175901
2.62,1.15,3.4959,2.7898,-.295,197.817154641571,-54.6415708144536
2.625,1.1503,3.5089,2.8262,-.2718,197.440310212618,-75.3688857906354
2.63,1.1685,3.5183,2.8356,-.2546,197.167131404671,-54.6357615894124
2.635,1.1896,3.529,2.8554,-.2354,196.856221680028,-62.1819449285397
2.64,1.2084,3.5371,2.9566,-.2061,196.620715696526,-47.1011967003619
2.645,1.2327,3.5469,2.8301,-.1922,196.338067851749,-56.5295689555001
2.65,1.2376,3.5514,2.7898,-.192,196.206198443128,-26.3738817241801
2.655,1.2548,3.5595,2.8012,-.1805,195.970663413501,-47.1070059254089
2.66,1.2599,3.5683,2.8177,-.1703,195.716306494714,-50.8713837574078
2.665,1.2674,3.5722,2.7415,-.1834,195.603258975253,-22.6095038921756
2.67,1.2671,3.5829,2.7136,-.1941,195.29234925061,-62.1819449285454
2.675,1.281,3.5926,2.6835,-.2015,195.009730451958,-56.5237597304588
2.68,1.2982,3.5978,2.7165,-.204,194.859010108052,-30.144068781226
2.685,1.3167,3.6052,2.7337,-.2015,194.64232601371,-43.336818868363
2.69,1.3436,3.6237,2.7091,-.2134,194.105321250145,-107.400952712902
2.695,1.3585,3.6228,2.7354,-.216,194.13358313001,5.65237597304531
2.7,1.3822,3.6322,2.7704,-.2163,193.860404322063,-54.6357615894067
2.705,1.3984,3.6403,2.7451,-.2219,193.624869292436,-47.1070059254089
2.71,1.4228,3.6503,2.7224,-.2197,193.332810503079,-58.4117578714995
2.715,1.4338,3.6581,2.7642,-.2095,193.106715464157,-45.2190077843625
2.72,1.4614,3.6698,2.7727,-.2032,192.767572905774,-67.8285116765437
2.725,1.4769,3.6763,2.7561,-.204,192.579150691298,-37.6844428953177
2.73,1.4863,3.6854,2.7444,-.2067,192.315353781806,-52.7593818984542
2.735,1.499,3.6941,2.759,-.2028,192.060996863018,-50.8713837574078
2.74,1.5252,3.7029,2.7937,-.2012,191.806639944231,-50.8713837574021
2.745,1.5385,3.7107,2.7574,-.2012,191.58054490531,-45.2190077843682
2.75,1.5609,3.7201,2.7334,-.1951,191.307337051237,-54.6415708144536
2.755,1.5771,3.7243,2.7548,-.1957,191.184849541071,-24.497502033222
2.76,1.5998,3.7353,2.7898,-.1899,190.864557917974,-64.0583246194979
2.765,1.6138,3.7428,2.7834,-.1858,190.647873823632,-43.336818868363
2.77,1.6238,3.7512,2.7513,-.1875,190.402927849425,-48.9891948414083
2.775,1.642,3.7583,2.7548,-.1902,190.195654699663,-41.4546299523636
2.78,1.6495,3.7671,2.7782,-.1863,189.941297780876,-50.8713837574078
2.785,1.6576,3.7736,2.7772,-.1868,189.752875566399,-37.6844428953177
2.79,1.6667,3.7817,2.7665,-.1839,189.517369582898,-47.1011967003619
2.795,1.6793,3.7891,2.7649,-.1826,189.300685488556,-43.336818868363
2.8,1.6874,3.7969,2.7487,-.187,189.074590449634,-45.2190077843625
2.805,1.6952,3.8041,2.7652,-.1866,188.867317299872,-41.4546299523636
2.81,1.7091,3.8115,2.7885,-.1899,188.65063320553,-43.336818868363
2.815,1.7293,3.8196,2.7873,-.1947,188.415127222029,-47.1011967003619
2.82,1.7461,3.8287,2.7701,-.1904,188.151330312536,-52.7593818984485
2.825,1.763,3.8316,2.7746,-.19,188.066544672941,-16.9571279191359
2.83,1.7792,3.842,2.8038,-.1886,187.765074939003,-60.2939467875046
2.835,1.798,3.8495,2.7976,-.1868,187.548390844661,-43.336818868363
2.84,1.8126,3.8576,2.8242,-.1871,187.31288486116,-47.1011967003562
2.845,1.8314,3.8663,2.786,-.1886,187.058498896247,-50.8771929824604
2.85,1.8431,3.8728,2.8109,-.1832,186.870105727896,-37.6786336702651
2.855,1.8548,3.8767,2.772,-.1828,186.75702916231,-22.6153131172282
2.86,1.8772,3.9004,2.7529,-.1813,186.069304054839,-137.545021494134
2.865,1.8849,3.8936,2.7743,-.1781,186.267166260021,39.5724410363641
2.87,1.9025,3.9017,2.7902,-.1755,186.031631230394,-47.1070059254089
2.875,1.9187,3.9082,2.8041,-.1724,185.843209015917,-37.6844428953177
2.88,1.9381,3.9153,2.7652,-.1711,185.635964912281,-41.4488207273166
2.885,1.9537,3.9224,2.7561,-.1742,185.428691762519,-41.4546299523636
2.89,1.9693,3.9322,2.7571,-.1711,185.146072963867,-56.5237597304474
2.895,1.991,3.9273,2.7928,-.1705,185.287382363193,28.2618798652209
2.9,1.9998,3.9439,2.7993,-.1677,184.806930405484,-96.0903915417646
2.905,2.0156,3.951,2.8061,-.1637,184.599657255722,-41.4546299523636
2.91,2.028,3.9584,2.8155,-.1606,184.38297316138,-43.336818868363
2.915,2.0328,3.9679,2.7934,-.1604,184.109765307308,-54.6415708144593
2.92,2.0387,3.9734,2.7778,-.1528,183.949604972697,-32.0320669222667
2.925,2.0484,3.9779,2.7905,-.1544,183.817735564076,-26.3738817241801
2.93,2.0565,3.9834,2.8323,-.1514,183.657575229464,-32.0320669222724
2.935,2.0578,3.9909,2.8255,-.1441,183.440891135123,-43.336818868363
2.94,2.0714,3.997,2.8031,-.1421,183.261879865226,-35.8022539793183
2.945,2.0789,4.0022,2.8044,-.14,183.11115952132,-30.144068781226
2.95,2.0954,4.0097,2.8171,-.1373,182.894475426978,-43.336818868363
2.955,2.1016,4.0133,2.8207,-.14,182.790838852097,-20.7273149761818
2.96,2.1107,4.0214,2.8417,-.1313,182.555332868595,-47.1011967003619
2.965,2.1246,4.0249,2.8064,-.1292,182.451696293714,-20.7273149761818
2.97,2.1337,4.0301,2.7873,-.1306,182.300946903683,-30.149878006273
2.975,2.149,4.0356,2.7791,-.1314,182.140815615197,-32.0262576972254
2.98,2.1642,4.0412,2.7924,-.129,181.980655280586,-32.0320669222724
2.985,2.1645,4.0489,2.795,-.131,181.754560241664,-45.2190077843568
2.99,2.1875,4.0522,2.7869,-.1319,181.660334611363,-18.8451260601823
2.995,2.1957,4.0554,2.7967,-.1316,181.566138027187,-18.8393168351354
3,2.208,4.0616,2.7675,-.1342,181.387126757291,-35.8022539793183
3.005,2.2223,4.0674,2.7788,-.1337,181.217555478099,-33.9142558382719
3.01,2.2313,4.0726,2.8074,-.1314,181.066835134193,-30.144068781226
3.015,2.2381,4.0791,2.7697,-.1352,180.878412919717,-37.6844428953177
3.02,2.2505,4.0853,2.7649,-.1319,180.69940164982,-35.8022539793183
3.025,2.2664,4.0885,2.7782,-.1337,180.605205065644,-18.8393168351411
3.03,2.2855,4.0947,2.8031,-.1293,180.426193795748,-35.8022539793183
3.035,2.2965,4.1002,2.8398,-.1211,180.266033461136,-32.0320669222667
3.04,2.3033,4.1054,2.8057,-.1206,180.11531311723,-30.144068781226
3.045,2.3089,4.1076,2.8009,-.1169,180.049349366794,-13.192750087137
3.05,2.3215,4.1148,2.7743,-.1135,179.842105263158,-41.4488207273166
3.055,2.3205,4.1196,2.7652,-.1177,179.700795863832,-28.2618798652265
3.06,2.329,4.1258,2.8009,-.1097,179.521784593935,-35.8022539793239
3.065,2.3283,4.1248,2.8035,-.1049,179.5500464738,5.65237597305099
3.07,2.3358,4.1342,2.819,-.1012,179.276838619728,-54.6415708144536
3.075,2.3439,4.1388,2.7973,-.1,179.144969211107,-26.3738817241801
3.08,2.3526,4.1401,2.8116,-.1004,179.107267340537,-7.54037411409172
3.085,2.3556,4.1475,2.8236,-.102,178.890583246195,-43.336818868363
3.09,2.365,4.1514,2.8057,-.0984,178.777535726734,-22.6095038921812
3.095,2.3786,4.156,2.8018,-.1005,178.645637271988,-26.3796909492271
3.1,2.3815,4.1498,2.8096,-.0997,178.824648541885,35.8022539793239
3.105,2.3906,4.1641,2.7824,-.1004,178.410131288486,-82.9034506796802
3.11,2.4045,4.168,2.8028,-.0999,178.297083769025,-22.6095038921869
3.115,2.4175,4.1732,2.8028,-.0994,178.146334378994,-30.149878006273
3.12,2.4075,4.1751,2.7834,-.1018,178.089810619263,-11.3047519460906
3.125,2.4318,4.1816,2.7915,-.1062,177.901388404787,-37.6844428953177
3.13,2.4405,4.1852,2.7817,-.1086,177.797780876031,-20.7215057511348
3.135,2.447,4.19,2.7898,-.1112,177.65644243058,-28.2676890902735
3.14,2.4555,4.1952,2.8093,-.1112,177.505722086674,-30.1440687812203
3.145,2.4726,4.2007,2.772,-.1093,177.345561752062,-32.0320669222724
3.15,2.4788,4.2049,2.7778,-.1101,177.223103288021,-24.4916928081807
3.155,2.5025,4.2082,2.8323,-.1072,177.12887765772,-18.8451260601823
3.16,2.5064,4.2134,2.8239,-.1012,176.978157313814,-30.144068781226
3.165,2.5122,4.2199,2.8148,-.1041,176.789735099338,-37.6844428953177
3.17,2.5252,4.2225,2.786,-.1059,176.714360404322,-15.0749390031422
3.175,2.545,4.2238,2.7993,-.1034,176.676687579877,-7.53456488903908
3.18,2.5414,4.2309,2.8161,-.1025,176.469414430115,-41.4546299523636
3.185,2.556,4.2354,2.798,-.1004,176.337515975369,-26.3796909492328
3.19,2.5625,4.2403,2.7918,-.0991,176.196206576043,-28.2618798652209
3.195,2.5615,4.2435,2.82,-.1028,176.102009991867,-18.8393168351354
3.2,2.5693,4.2484,2.7898,-.0995,175.960700592541,-28.2618798652265
3.205,2.5596,4.252,2.7885,-.0978,175.85706401766,-20.7273149761818
3.21,2.5615,4.2562,2.8054,-.0973,175.734576507494,-24.4975020332276
3.215,2.5732,4.2607,2.8096,-.0992,175.602707098873,-26.3738817241745
3.22,2.5764,4.2643,2.8258,-.096,175.499070523992,-20.7273149761875
3.225,2.5845,4.2682,2.7976,-.0961,175.386023004531,-22.6095038921756
3.23,2.5894,4.2734,2.7834,-.0914,175.2352736145,-30.1498780062786
3.235,2.6034,4.2786,2.8168,-.0939,175.084553270594,-30.144068781226
3.24,2.6131,4.2808,2.8314,-.0926,175.018589520158,-13.192750087137
3.245,2.6274,4.2851,2.8129,-.0934,174.896131056117,-24.4916928081807
3.25,2.6387,4.2896,2.8343,-.0942,174.764232601371,-26.3796909492214
3.255,2.6462,4.2941,2.8297,-.0948,174.632334146625,-26.3796909492328
3.26,2.6578,4.2984,2.8229,-.0911,174.509875682584,-24.491692808175
3.265,2.6666,4.3016,2.786,-.0948,174.415650052283,-18.845126060188
3.27,2.6669,4.3055,2.7762,-.0957,174.302602532822,-22.6095038921756
3.275,2.6835,4.3097,2.809,-.0958,174.180144068781,-24.4916928081864
3.28,2.6929,4.3152,2.8012,-.0999,174.01998373417,-32.0320669222724
3.285,2.6981,4.3181,2.7843,-.1002,173.935198094574,-16.9571279191359
3.29,2.7055,4.3224,2.8216,-.0987,173.812710584408,-24.4975020332276
3.295,2.7182,4.3256,2.798,-.1002,173.718514000232,-18.8393168351354
3.3,2.7399,4.3318,2.7863,-.0974,173.539502730336,-35.8022539793183
3.305,2.736,4.3347,2.7866,-.1013,173.45471709074,-16.9571279191302
3.31,2.759,4.3408,2.7911,-.1039,173.275734866969,-35.796444754277
3.315,2.7525,4.3451,2.7655,-.107,173.153247356803,-24.4975020332276
3.32,2.761,4.349,2.7639,-.1117,173.040199837342,-22.6095038921756
3.325,2.7765,4.3545,2.7629,-.1175,172.88003950273,-32.0320669222781
3.33,2.7759,4.3574,2.7503,-.1209,172.795253863135,-16.9571279191302
3.335,2.7808,4.3668,2.7441,-.128,172.522046009062,-54.6415708144536
3.34,2.7778,4.372,2.7671,-.1319,172.371325665156,-30.144068781226
3.345,2.7986,4.3765,2.7905,-.1334,172.23942721041,-26.3796909492271
3.35,2.7989,4.382,2.7704,-.1356,172.079266875799,-32.0320669222724
3.355,2.8031,4.3885,2.7743,-.1374,171.890844661322,-37.6844428953177
3.36,2.8158,4.3901,2.8022,-.139,171.843760892297,-9.41675380504421
3.365,2.8362,4.3996,2.7743,-.1381,171.570553038225,-54.6415708144536
3.37,2.8482,4.4034,2.7905,-.1403,171.457476472639,-22.6153131172282
3.375,2.8583,4.4161,2.821,-.142,171.090072034391,-73.480887649589
3.38,2.8742,4.4171,2.7895,-.1452,171.061810154525,-5.65237597304531
3.385,2.8846,4.4236,2.8061,-.1446,170.873387940049,-37.6844428953177
3.39,2.8917,4.4287,2.8378,-.145,170.722667596143,-30.144068781226
3.395,2.9277,4.4346,2.8382,-.1449,170.553067270826,-33.9200650633188
3.4,2.9241,4.4404,2.8216,-.1421,170.383495991635,-33.9142558382719
3.405,2.9309,4.4495,2.8223,-.1471,170.119728128268,-52.7535726734072
3.41,2.9472,4.4537,2.8216,-.1512,169.997240618102,-24.497502033222
3.415,2.9605,4.4589,2.8356,-.152,169.846520274195,-30.1440687812317
3.42,2.9744,4.4654,2.8054,-.1531,169.658098059719,-37.6844428953177
3.425,2.9906,4.4703,2.8051,-.1539,169.516788660393,-28.2618798652209
3.43,3.0097,4.478,2.8216,-.157,169.290664575346,-45.2248170094151
